"Value unit","Employment","Economic activity","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2"
"Persons","Total employment","A. Agriculture, forestry and fishing",7500.0,7900.0,7600.0,7800.0,7500.0,8300.0,8100.0,8000.0,7500.0,8200.0,8300.0,8000.0,7600.0,8300.0,8400.0,8200.0,7800.0,8500.0,8400.0,8200.0,7700.0,8300.0,8400.0,8100.0,7600.0,8000.0,8100.0,7900.0,7400.0,7900.0,8100.0,7900.0,7300.0,7800.0,7700.0,7500.0,6300.0,7400.0,7400.0,7200.0,6900.0,7400.0,7600.0,7300.0,6800.0,7300.0,7400.0,7100.0,6700.0,7100.0
"Persons","Total employment","B-E. Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",23500.0,24300.0,24000.0,23000.0,21400.0,22300.0,22600.0,22000.0,21300.0,22400.0,22800.0,22100.0,21400.0,23000.0,23700.0,22900.0,22100.0,23600.0,24200.0,23200.0,22700.0,24000.0,24700.0,23800.0,23300.0,24400.0,24900.0,23900.0,23200.0,24600.0,25100.0,24400.0,23900.0,25000.0,25600.0,24800.0,23500.0,24900.0,25500.0,24700.0,24200.0,25300.0,25700.0,24900.0,23900.0,24900.0,25300.0,24400.0,23500.0,23800.0
"Persons","Total employment","C. Manufacturing",21100.0,21700.0,21100.0,20600.0,19100.0,19800.0,19800.0,19700.0,19100.0,19900.0,20100.0,19800.0,19200.0,20500.0,21100.0,20600.0,19900.0,21100.0,21600.0,20900.0,20400.0,21500.0,22100.0,21600.0,21000.0,21900.0,22300.0,21600.0,20900.0,22100.0,22400.0,21900.0,21500.0,22400.0,22800.0,22300.0,21100.0,22200.0,22600.0,22100.0,21600.0,22500.0,22800.0,22300.0,21300.0,22000.0,22300.0,21700.0,20700.0,21000.0
"Persons","Total employment","F. Construction",16900.0,17600.0,17100.0,14500.0,10600.0,10500.0,10800.0,9900.0,8500.0,9000.0,9300.0,8700.0,7900.0,8500.0,8800.0,8300.0,7600.0,8400.0,8800.0,8500.0,8200.0,8900.0,9300.0,9100.0,8700.0,9400.0,9800.0,9700.0,9300.0,10200.0,10600.0,10500.0,10400.0,11600.0,12300.0,12300.0,12200.0,13400.0,14200.0,14100.0,13900.0,14800.0,15000.0,15000.0,14500.0,15300.0,15400.0,14700.0,13700.0,13900.0
"Persons","Total employment","G-I. Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities",42200.0,43200.0,43200.0,40100.0,36700.0,37500.0,38800.0,37800.0,36200.0,38100.0,39300.0,38100.0,36600.0,39300.0,41000.0,39600.0,38200.0,41100.0,43100.0,41300.0,40100.0,42700.0,44700.0,42900.0,41800.0,44700.0,46700.0,44800.0,43600.0,47100.0,49600.0,48100.0,47600.0,51400.0,54500.0,53100.0,51900.0,55700.0,58100.0,56000.0,54200.0,57200.0,58700.0,56300.0,53100.0,54600.0,55600.0,53000.0,50300.0,46800.0
"Persons","Total employment","J. Information and communication",7900.0,7900.0,7800.0,7600.0,7400.0,7200.0,7100.0,7300.0,7200.0,7200.0,7100.0,7300.0,7400.0,7400.0,7300.0,7300.0,7300.0,7300.0,7400.0,7400.0,7500.0,7500.0,7600.0,7700.0,7700.0,7700.0,7700.0,7700.0,7700.0,7800.0,7900.0,8000.0,8100.0,8100.0,8000.0,8100.0,8100.0,8000.0,7900.0,8000.0,7900.0,7900.0,7800.0,7800.0,8100.0,8100.0,8000.0,8100.0,8100.0,7800.0
"Persons","Total employment","K. Financial and insurance activities",8000.0,8300.0,8200.0,7600.0,7100.0,7000.0,7000.0,6800.0,6600.0,6800.0,6900.0,6600.0,6500.0,6900.0,6900.0,6600.0,6500.0,6700.0,6800.0,6400.0,6300.0,6500.0,6600.0,6300.0,6200.0,6300.0,6300.0,6000.0,5800.0,6000.0,6100.0,5800.0,5700.0,5900.0,6100.0,5800.0,5600.0,5900.0,5900.0,5700.0,5600.0,5800.0,5900.0,5600.0,5500.0,5700.0,5700.0,5400.0,5400.0,5500.0
"Persons","Total employment","M-N. Professional, scientific and technical activities; administrative and support service activities",12900.0,13800.0,14100.0,12700.0,11800.0,12100.0,12300.0,11700.0,11200.0,11900.0,12400.0,11900.0,11700.0,12500.0,13000.0,12400.0,12200.0,13100.0,13700.0,13000.0,12800.0,13700.0,14100.0,13400.0,13400.0,14200.0,14800.0,14200.0,14000.0,15100.0,15900.0,15300.0,15300.0,16900.0,18300.0,17700.0,17600.0,19200.0,20300.0,19000.0,18400.0,19900.0,20900.0,19500.0,18600.0,19600.0,20400.0,18900.0,18000.0,17300.0
"Persons","Total employment","O-Q. Public administration and defence; compulsory social security; education; human health and social work activities",47600.0,51700.0,54800.0,50300.0,49300.0,53100.0,55300.0,49000.0,48300.0,52200.0,54700.0,49000.0,48300.0,52700.0,53700.0,48600.0,48400.0,51800.0,53700.0,49600.0,49300.0,52900.0,54200.0,50200.0,50200.0,53500.0,55100.0,51000.0,50800.0,53100.0,55300.0,52800.0,51100.0,53500.0,54500.0,52000.0,51700.0,54300.0,55400.0,53200.0,53700.0,56200.0,57400.0,54800.0,54700.0,57800.0,60300.0,56700.0,57500.0,63000.0
"Persons","Total employment","R-U. Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",8000.0,8300.0,8400.0,8200.0,8100.0,8400.0,8500.0,8300.0,8100.0,8400.0,8600.0,8400.0,8200.0,8500.0,8600.0,8400.0,8300.0,8500.0,8500.0,8300.0,8300.0,8500.0,8600.0,8400.0,8500.0,8700.0,8800.0,8700.0,8600.0,9000.0,8900.0,8700.0,8600.0,8800.0,8900.0,8800.0,8800.0,9000.0,9100.0,9100.0,9100.0,9400.0,9500.0,9500.0,9500.0,9800.0,9800.0,9700.0,9800.0,9400.0
"Persons","Total employment","Total - All activities",175800.0,184100.0,186500.0,172900.0,160600.0,167200.0,171500.0,161900.0,156000.0,165100.0,170400.0,161100.0,156600.0,168100.0,172300.0,163200.0,159500.0,170100.0,175700.0,167100.0,163900.0,174100.0,179400.0,171000.0,168500.0,178100.0,183400.0,175100.0,171800.0,182100.0,188900.0,182700.0,179200.0,190300.0,197300.0,191400.0,187100.0,199300.0,205400.0,198700.0,195400.0,205500.0,210200.0,202600.0,196300.0,204600.0,209400.0,199700.0,194400.0,196000.0
"Persons","Employees","A. Agriculture, forestry and fishing",5300.0,5700.0,5400.0,5600.0,5300.0,6000.0,5800.0,5800.0,5400.0,6000.0,6100.0,5900.0,5500.0,6200.0,6100.0,6000.0,5600.0,6200.0,6100.0,6000.0,5500.0,6100.0,6200.0,6000.0,5400.0,5900.0,6000.0,5700.0,5300.0,5800.0,6000.0,5800.0,5300.0,5800.0,5600.0,5500.0,4400.0,5600.0,5600.0,5400.0,5100.0,5600.0,5700.0,5500.0,5000.0,5400.0,5500.0,5300.0,4900.0,5200.0
"Persons","Employees","B-E. Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",23100.0,23900.0,23600.0,22600.0,21100.0,22000.0,22300.0,21700.0,21000.0,22100.0,22500.0,21800.0,21100.0,22700.0,23400.0,22500.0,21800.0,23300.0,23900.0,22900.0,22400.0,23700.0,24400.0,23500.0,23000.0,24100.0,24600.0,23600.0,22900.0,24300.0,24800.0,24000.0,23600.0,24700.0,25300.0,24500.0,23200.0,24600.0,25200.0,24400.0,23900.0,25000.0,25500.0,24700.0,23600.0,24600.0,25000.0,24100.0,23200.0,23600.0
"Persons","Employees","C. Manufacturing",20800.0,21300.0,20800.0,20200.0,18800.0,19500.0,19500.0,19400.0,18800.0,19600.0,19800.0,19500.0,18900.0,20200.0,20700.0,20300.0,19600.0,20800.0,21300.0,20600.0,20100.0,21200.0,21800.0,21200.0,20700.0,21600.0,22000.0,21300.0,20600.0,21800.0,22100.0,21500.0,21200.0,22100.0,22500.0,22000.0,20800.0,21900.0,22300.0,21800.0,21300.0,22200.0,22500.0,22000.0,21000.0,21800.0,22000.0,21400.0,20500.0,20700.0
"Persons","Employees","F. Construction",15400.0,16100.0,15600.0,13000.0,9200.0,9100.0,9400.0,8500.0,7200.0,7700.0,7900.0,7400.0,6500.0,7100.0,7400.0,6900.0,6200.0,7000.0,7400.0,7100.0,6800.0,7400.0,7800.0,7600.0,7200.0,8000.0,8400.0,8200.0,7900.0,8800.0,9200.0,9100.0,9000.0,10200.0,10800.0,10900.0,10900.0,12100.0,12800.0,12800.0,12600.0,13500.0,13700.0,13700.0,13200.0,14000.0,14100.0,13400.0,12400.0,12600.0
"Persons","Employees","G-I. Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities",40800.0,41800.0,41800.0,38700.0,35300.0,36100.0,37400.0,36400.0,34900.0,36700.0,38000.0,36700.0,35300.0,38000.0,39700.0,38200.0,36800.0,39600.0,41700.0,39900.0,38700.0,41300.0,43300.0,41500.0,40400.0,43300.0,45300.0,43400.0,42300.0,45800.0,48200.0,46700.0,46200.0,50100.0,53100.0,51600.0,50600.0,54400.0,56700.0,54700.0,52900.0,55900.0,57400.0,55000.0,51700.0,53200.0,54200.0,51600.0,48900.0,45400.0
"Persons","Employees","J. Information and communication",7600.0,7600.0,7400.0,7300.0,7000.0,6800.0,6800.0,6900.0,6900.0,6800.0,6800.0,7000.0,7000.0,7100.0,6900.0,7000.0,6900.0,6900.0,6900.0,7000.0,7000.0,7100.0,7100.0,7300.0,7200.0,7200.0,7200.0,7300.0,7300.0,7400.0,7400.0,7500.0,7600.0,7700.0,7600.0,7700.0,7600.0,7600.0,7500.0,7600.0,7500.0,7500.0,7400.0,7500.0,7800.0,7700.0,7600.0,7700.0,7600.0,7400.0
"Persons","Employees","K. Financial and insurance activities",8000.0,8200.0,8200.0,7600.0,7000.0,7000.0,7000.0,6800.0,6600.0,6800.0,6900.0,6600.0,6500.0,6800.0,6900.0,6600.0,6500.0,6700.0,6700.0,6300.0,6300.0,6400.0,6500.0,6200.0,6100.0,6200.0,6300.0,5900.0,5800.0,6000.0,6000.0,5700.0,5700.0,5900.0,6000.0,5700.0,5600.0,5800.0,5900.0,5600.0,5600.0,5800.0,5800.0,5600.0,5500.0,5600.0,5600.0,5400.0,5300.0,5400.0
"Persons","Employees","M-N. Professional, scientific and technical activities; administrative and support service activities",11800.0,12700.0,13000.0,11600.0,10600.0,10900.0,11100.0,10500.0,10100.0,10800.0,11200.0,10800.0,10500.0,11400.0,11800.0,11200.0,11000.0,11900.0,12500.0,11700.0,11500.0,12400.0,12900.0,12100.0,12000.0,13000.0,13600.0,12900.0,12800.0,13900.0,14700.0,14000.0,14000.0,15700.0,17000.0,16400.0,16300.0,18000.0,19000.0,17800.0,17200.0,18700.0,19600.0,18300.0,17300.0,18300.0,19000.0,17600.0,16700.0,16000.0
"Persons","Employees","O-Q. Public administration and defence; compulsory social security; education; human health and social work activities",46200.0,50200.0,53400.0,48800.0,47800.0,51700.0,53800.0,47500.0,46900.0,50700.0,53200.0,47600.0,46800.0,51200.0,52200.0,47100.0,46800.0,50200.0,52100.0,48000.0,47700.0,51300.0,52700.0,48600.0,48500.0,51900.0,53500.0,49300.0,49100.0,51500.0,53700.0,51100.0,49400.0,51900.0,52900.0,50300.0,50100.0,52700.0,53800.0,51600.0,52100.0,54600.0,55800.0,53200.0,53000.0,56100.0,58600.0,55000.0,55800.0,61200.0
"Persons","Employees","R-U. Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",6600.0,6900.0,7000.0,6800.0,6600.0,6900.0,7000.0,6800.0,6600.0,7000.0,7100.0,6800.0,6600.0,7000.0,7000.0,6800.0,6700.0,7000.0,7000.0,6800.0,6800.0,7100.0,7100.0,6900.0,7000.0,7200.0,7300.0,7200.0,7100.0,7500.0,7400.0,7300.0,7200.0,7400.0,7400.0,7300.0,7400.0,7700.0,7700.0,7600.0,7600.0,7900.0,8000.0,8000.0,8000.0,8200.0,8300.0,8100.0,8200.0,7700.0
"Persons","Employees","Total - All activities",166100.0,174400.0,176700.0,163000.0,150800.0,157400.0,161400.0,151800.0,146300.0,155400.0,160700.0,151400.0,146600.0,158300.0,162400.0,153200.0,149300.0,159700.0,165500.0,156700.0,153600.0,164000.0,169200.0,160900.0,157900.0,168000.0,173300.0,164700.0,161600.0,172100.0,178700.0,172400.0,169200.0,180500.0,187000.0,181300.0,177500.0,189800.0,195700.0,189000.0,185800.0,195900.0,200600.0,192900.0,186500.0,194600.0,199400.0,189600.0,184300.0,185900.0
"Persons","Self employed","A. Agriculture, forestry and fishing",2200.0,2200.0,2200.0,2100.0,2200.0,2200.0,2300.0,2200.0,2100.0,2200.0,2200.0,2100.0,2100.0,2200.0,2200.0,2100.0,2200.0,2300.0,2300.0,2200.0,2200.0,2200.0,2200.0,2100.0,2200.0,2100.0,2100.0,2100.0,2000.0,2100.0,2100.0,2000.0,2000.0,2000.0,2100.0,2000.0,1900.0,1800.0,1800.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0
"Persons","Self employed","B-E. Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",300.0,400.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
"Persons","Self employed","C. Manufacturing",300.0,400.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
"Persons","Self employed","F. Construction",1500.0,1500.0,1500.0,1500.0,1300.0,1400.0,1400.0,1400.0,1300.0,1300.0,1300.0,1300.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1500.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0
"Persons","Self employed","G-I. Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities",1400.0,1400.0,1400.0,1500.0,1400.0,1400.0,1400.0,1400.0,1300.0,1300.0,1300.0,1300.0,1400.0,1300.0,1300.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1300.0,1300.0,1400.0,1400.0,1300.0,1400.0,1400.0,1400.0,1300.0,1300.0,1300.0,1400.0,1300.0,1300.0,1300.0,1300.0,1300.0,1400.0,1400.0,1400.0,1400.0,1300.0
"Persons","Self employed","J. Information and communication",300.0,300.0,300.0,400.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,400.0,400.0,500.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
"Persons","Self employed","K. Financial and insurance activities",100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0
"Persons","Self employed","M-N. Professional, scientific and technical activities; administrative and support service activities",1100.0,1100.0,1100.0,1100.0,1200.0,1200.0,1200.0,1200.0,1200.0,1100.0,1100.0,1100.0,1200.0,1100.0,1100.0,1200.0,1200.0,1200.0,1200.0,1300.0,1300.0,1200.0,1200.0,1300.0,1300.0,1200.0,1200.0,1300.0,1300.0,1200.0,1300.0,1300.0,1300.0,1200.0,1300.0,1300.0,1200.0,1200.0,1300.0,1200.0,1200.0,1200.0,1300.0,1200.0,1200.0,1300.0,1300.0,1300.0,1300.0,1300.0
"Persons","Self employed","O-Q. Public administration and defence; compulsory social security; education; human health and social work activities",1400.0,1400.0,1400.0,1400.0,1500.0,1400.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1600.0,1600.0,1500.0,1600.0,1600.0,1600.0,1600.0,1600.0,1700.0,1600.0,1600.0,1700.0,1700.0,1600.0,1700.0,1700.0,1700.0,1600.0,1700.0,1700.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0
"Persons","Self employed","R-U. Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",1400.0,1400.0,1400.0,1400.0,1500.0,1500.0,1500.0,1500.0,1500.0,1400.0,1500.0,1500.0,1600.0,1500.0,1500.0,1600.0,1500.0,1500.0,1500.0,1600.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1600.0,1500.0,1500.0,1500.0,1500.0,1400.0,1400.0,1500.0,1500.0,1400.0,1400.0,1400.0,1500.0,1400.0,1400.0,1500.0,1500.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0
"Persons","Self employed","Total - All activities",9700.0,9700.0,9800.0,9900.0,9800.0,9800.0,10100.0,10100.0,9600.0,9700.0,9700.0,9700.0,10000.0,9800.0,9900.0,10000.0,10200.0,10400.0,10200.0,10300.0,10300.0,10100.0,10200.0,10100.0,10500.0,10100.0,10200.0,10400.0,10100.0,10000.0,10200.0,10300.0,10000.0,9900.0,10300.0,10100.0,9600.0,9500.0,9700.0,9600.0,9600.0,9500.0,9600.0,9700.0,9800.0,9900.0,10100.0,10100.0,10100.0,10100.0
"Jobs","Total employment","A. Agriculture, forestry and fishing",8500.0,9000.0,8600.0,8800.0,8400.0,9300.0,9200.0,9100.0,8400.0,9200.0,9400.0,9000.0,8500.0,9400.0,9400.0,9200.0,8800.0,9600.0,9600.0,9200.0,8800.0,9400.0,9500.0,9100.0,8600.0,9100.0,9200.0,8900.0,8300.0,8900.0,9200.0,8900.0,8200.0,8800.0,8800.0,8500.0,7200.0,8400.0,8400.0,8200.0,7900.0,8500.0,8600.0,8300.0,7800.0,8400.0,8500.0,8200.0,7700.0,8000.0
"Jobs","Total employment","B-E. Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",24800.0,25900.0,25600.0,24300.0,22500.0,23700.0,24100.0,23300.0,22300.0,23700.0,24200.0,23300.0,22400.0,24400.0,25200.0,24200.0,23200.0,25000.0,25800.0,24600.0,23800.0,25400.0,26200.0,25100.0,24500.0,25900.0,26400.0,25300.0,24400.0,26200.0,26700.0,25800.0,25100.0,26600.0,27200.0,26300.0,24800.0,26500.0,27100.0,26100.0,25400.0,26900.0,27300.0,26300.0,25000.0,26300.0,26800.0,25700.0,24600.0,25100.0
"Jobs","Total employment","C. Manufacturing",22300.0,23000.0,22500.0,21700.0,20000.0,20900.0,21100.0,20800.0,19900.0,21000.0,21300.0,20800.0,20000.0,21700.0,22300.0,21700.0,20800.0,22400.0,23000.0,22100.0,21400.0,22800.0,23400.0,22700.0,22100.0,23200.0,23600.0,22700.0,21900.0,23500.0,23800.0,23100.0,22600.0,23800.0,24300.0,23600.0,22200.0,23700.0,24000.0,23300.0,22700.0,23900.0,24100.0,23500.0,22300.0,23300.0,23600.0,22900.0,21700.0,22000.0
"Jobs","Total employment","F. Construction",17800.0,18700.0,18200.0,15400.0,11200.0,11100.0,11600.0,10600.0,9100.0,9800.0,10000.0,9400.0,8500.0,9200.0,9500.0,9000.0,8200.0,9200.0,9700.0,9300.0,8900.0,9700.0,10200.0,9800.0,9400.0,10200.0,10700.0,10500.0,10100.0,11100.0,11600.0,11400.0,11200.0,12500.0,13300.0,13300.0,13100.0,14400.0,15200.0,15200.0,14800.0,15800.0,16100.0,16100.0,15400.0,16300.0,16400.0,15800.0,14600.0,14900.0
"Jobs","Total employment","G-I. Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities",46800.0,49100.0,48900.0,44600.0,40000.0,41800.0,43600.0,41700.0,39500.0,42500.0,44100.0,42000.0,40000.0,44100.0,46100.0,43800.0,41900.0,46100.0,48400.0,45800.0,44000.0,47900.0,50200.0,47500.0,46000.0,50300.0,52600.0,49800.0,48200.0,53600.0,56200.0,54000.0,52800.0,58500.0,61700.0,59700.0,57600.0,63200.0,65500.0,62800.0,59900.0,64600.0,66200.0,63100.0,59000.0,61800.0,62900.0,59500.0,55500.0,51600.0
"Jobs","Total employment","J. Information and communication",9000.0,9100.0,9000.0,8600.0,8200.0,8100.0,8200.0,8200.0,8100.0,8100.0,8200.0,8200.0,8300.0,8500.0,8400.0,8300.0,8200.0,8400.0,8500.0,8400.0,8400.0,8600.0,8700.0,8800.0,8700.0,8800.0,8800.0,8800.0,8700.0,8900.0,9000.0,9100.0,9000.0,9100.0,9200.0,9200.0,9000.0,9100.0,9100.0,9100.0,8800.0,9000.0,8900.0,8800.0,9000.0,9000.0,9000.0,9000.0,8900.0,8700.0
"Jobs","Total employment","K. Financial and insurance activities",8700.0,9000.0,8900.0,8900.0,7800.0,7800.0,7700.0,8100.0,7600.0,7900.0,7900.0,7600.0,7100.0,7600.0,7500.0,7300.0,7100.0,7400.0,7400.0,7000.0,6900.0,7200.0,7200.0,6900.0,6800.0,7000.0,7000.0,6700.0,6500.0,6700.0,6700.0,6400.0,6400.0,6700.0,6700.0,6500.0,6300.0,6500.0,6600.0,6300.0,6200.0,6500.0,6500.0,6300.0,6100.0,6400.0,6300.0,6100.0,6000.0,6100.0
"Jobs","Total employment","M-N. Professional, scientific and technical activities; administrative and support service activities",15600.0,16800.0,17100.0,15400.0,14000.0,14500.0,14800.0,14300.0,13400.0,14300.0,14900.0,14200.0,13900.0,15000.0,15500.0,14900.0,14500.0,15800.0,16400.0,15600.0,15200.0,16400.0,16800.0,16000.0,16000.0,17100.0,17700.0,16900.0,16600.0,18100.0,19000.0,18300.0,17900.0,20000.0,21600.0,21100.0,20500.0,22600.0,23700.0,22300.0,21500.0,23300.0,24200.0,23000.0,21600.0,23000.0,23800.0,22300.0,21000.0,20200.0
"Jobs","Total employment","O-Q. Public administration and defence; compulsory social security; education; human health and social work activities",55700.0,61800.0,63700.0,59800.0,57200.0,62400.0,63600.0,57900.0,56000.0,61500.0,62900.0,58100.0,55700.0,62500.0,61900.0,57100.0,55800.0,60500.0,62100.0,58200.0,56900.0,62000.0,62200.0,58600.0,58100.0,63200.0,63800.0,59900.0,58700.0,62400.0,64500.0,63100.0,59200.0,62600.0,63200.0,61400.0,59700.0,63500.0,63600.0,62500.0,62400.0,66100.0,65700.0,64100.0,63300.0,67900.0,69700.0,66500.0,66600.0,72900.0
"Jobs","Total employment","R-U. Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",10900.0,11500.0,11300.0,11300.0,10800.0,11300.0,11200.0,11500.0,10800.0,11400.0,11400.0,11500.0,10900.0,11600.0,11300.0,11500.0,11100.0,11700.0,11300.0,11500.0,11100.0,11700.0,11500.0,11600.0,11400.0,12000.0,11800.0,12100.0,11600.0,12600.0,12100.0,13600.0,11700.0,12200.0,12100.0,12200.0,11800.0,12600.0,12300.0,12600.0,12300.0,13000.0,12700.0,13200.0,12800.0,13600.0,13200.0,13300.0,12900.0,12600.0
"Jobs","Total employment","Total - All activities",199600.0,212600.0,212800.0,198600.0,181400.0,191400.0,195200.0,185900.0,176400.0,189600.0,194100.0,184700.0,176400.0,193500.0,196300.0,186700.0,180100.0,195200.0,200500.0,191100.0,185400.0,199800.0,204000.0,195000.0,191200.0,205100.0,209500.0,200500.0,194600.0,210200.0,216700.0,212300.0,203200.0,218600.0,225700.0,220000.0,211700.0,228800.0,233400.0,227100.0,221200.0,235700.0,238300.0,231300.0,222100.0,234700.0,238600.0,228700.0,219600.0,221900.0
"Jobs","Employees","A. Agriculture, forestry and fishing",5600.0,6100.0,5700.0,6000.0,5600.0,6400.0,6200.0,6200.0,5600.0,6400.0,6500.0,6300.0,5700.0,6600.0,6600.0,6400.0,5900.0,6600.0,6600.0,6300.0,5800.0,6500.0,6700.0,6400.0,5700.0,6300.0,6400.0,6100.0,5600.0,6200.0,6500.0,6200.0,5600.0,6100.0,6100.0,5800.0,4700.0,6000.0,6000.0,5800.0,5400.0,6000.0,6100.0,5800.0,5300.0,5800.0,6000.0,5700.0,5100.0,5500.0
"Jobs","Employees","B-E. Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",24200.0,25300.0,25000.0,23800.0,21900.0,23100.0,23500.0,22700.0,21900.0,23200.0,23700.0,22800.0,21900.0,23900.0,24700.0,23600.0,22700.0,24500.0,25300.0,24000.0,23300.0,24900.0,25700.0,24600.0,24000.0,25400.0,25900.0,24700.0,23900.0,25700.0,26200.0,25300.0,24700.0,26100.0,26700.0,25700.0,24300.0,26000.0,26600.0,25600.0,24900.0,26400.0,26800.0,25900.0,24600.0,25900.0,26400.0,25300.0,24100.0,24600.0
"Jobs","Employees","C. Manufacturing",21700.0,22500.0,21900.0,21100.0,19500.0,20400.0,20500.0,20200.0,19500.0,20500.0,20800.0,20400.0,19500.0,21200.0,21800.0,21200.0,20300.0,21800.0,22400.0,21600.0,20900.0,22300.0,22900.0,22200.0,21500.0,22700.0,23100.0,22200.0,21400.0,23000.0,23300.0,22600.0,22100.0,23300.0,23700.0,23100.0,21700.0,23200.0,23500.0,22900.0,22200.0,23400.0,23600.0,23000.0,21900.0,22900.0,23200.0,22400.0,21200.0,21600.0
"Jobs","Employees","F. Construction",15900.0,16700.0,16200.0,13400.0,9500.0,9400.0,9800.0,8800.0,7400.0,8000.0,8300.0,7700.0,6700.0,7400.0,7700.0,7200.0,6400.0,7300.0,7700.0,7400.0,7000.0,7800.0,8200.0,8000.0,7500.0,8400.0,8800.0,8600.0,8200.0,9200.0,9600.0,9500.0,9400.0,10700.0,11300.0,11400.0,11300.0,12600.0,13400.0,13300.0,13000.0,14000.0,14300.0,14200.0,13700.0,14500.0,14700.0,14000.0,12800.0,13100.0
