Year,Age,Sex,marital_status,count
2004,84,Males,Widowed in consensual union,0
2004,85,Males,Widowed in consensual union,2
2004,86,Males,Widowed in consensual union,1
2004,87,Males,Widowed in consensual union,1
2004,88,Males,Widowed in consensual union,0
2004,89,Males,Widowed in consensual union,0
2004,90,Males,Widowed in consensual union,0
2004,91,Males,Widowed in consensual union,0
2004,92,Males,Widowed in consensual union,0
2004,93,Males,Widowed in consensual union,0
2004,94,Males,Widowed in consensual union,0
2004,95,Males,Widowed in consensual union,0
2004,96,Males,Widowed in consensual union,0
2004,97,Males,Widowed in consensual union,0
2004,98,Males,Widowed in consensual union,0
2004,99,Males,Widowed in consensual union,0
2004,100,Males,Widowed in consensual union,0
2004,101,Males,Widowed in consensual union,0
2004,102,Males,Widowed in consensual union,0
2004,103,Males,Widowed in consensual union,0
2004,104,Males,Widowed in consensual union,0
2004,105,Males,Widowed in consensual union,0
2004,106,Males,Widowed in consensual union,0
2004,107,Males,Widowed in consensual union,0
2004,108,Males,Widowed in consensual union,0
2004,109,Males,Widowed in consensual union,0
2004,Total,Females,Widowed in consensual union,114
2004,16,Females,Widowed in consensual union,0
2004,17,Females,Widowed in consensual union,0
2004,18,Females,Widowed in consensual union,0
2004,19,Females,Widowed in consensual union,0
2004,20,Females,Widowed in consensual union,0
2004,21,Females,Widowed in consensual union,0
2004,22,Females,Widowed in consensual union,0
2004,23,Females,Widowed in consensual union,0
2004,24,Females,Widowed in consensual union,0
2004,25,Females,Widowed in consensual union,1
2004,26,Females,Widowed in consensual union,0
2004,27,Females,Widowed in consensual union,0
2004,28,Females,Widowed in consensual union,0
2004,29,Females,Widowed in consensual union,0
2004,30,Females,Widowed in consensual union,1
2004,31,Females,Widowed in consensual union,0
2004,32,Females,Widowed in consensual union,0
2004,33,Females,Widowed in consensual union,0
2004,34,Females,Widowed in consensual union,0
2004,35,Females,Widowed in consensual union,0
2004,36,Females,Widowed in consensual union,0
2004,37,Females,Widowed in consensual union,0
2004,38,Females,Widowed in consensual union,1
2004,39,Females,Widowed in consensual union,0
2004,40,Females,Widowed in consensual union,0
2004,41,Females,Widowed in consensual union,2
2004,42,Females,Widowed in consensual union,2
2004,43,Females,Widowed in consensual union,2
2004,44,Females,Widowed in consensual union,4
2004,45,Females,Widowed in consensual union,0
2004,46,Females,Widowed in consensual union,3
2004,47,Females,Widowed in consensual union,2
2004,48,Females,Widowed in consensual union,3
2004,49,Females,Widowed in consensual union,3
2004,50,Females,Widowed in consensual union,4
2004,51,Females,Widowed in consensual union,1
2004,52,Females,Widowed in consensual union,4
2004,53,Females,Widowed in consensual union,2
2004,54,Females,Widowed in consensual union,3
2004,55,Females,Widowed in consensual union,4
2004,56,Females,Widowed in consensual union,3
2004,57,Females,Widowed in consensual union,4
2004,58,Females,Widowed in consensual union,7
2004,59,Females,Widowed in consensual union,2
2004,60,Females,Widowed in consensual union,3
2004,61,Females,Widowed in consensual union,5
2004,62,Females,Widowed in consensual union,2
2004,63,Females,Widowed in consensual union,6
2004,64,Females,Widowed in consensual union,4
2004,65,Females,Widowed in consensual union,0
2004,66,Females,Widowed in consensual union,1
2004,67,Females,Widowed in consensual union,3
2004,68,Females,Widowed in consensual union,1
2004,69,Females,Widowed in consensual union,2
2004,70,Females,Widowed in consensual union,5
2004,71,Females,Widowed in consensual union,6
2004,72,Females,Widowed in consensual union,5
2004,73,Females,Widowed in consensual union,1
2004,74,Females,Widowed in consensual union,1
2004,75,Females,Widowed in consensual union,0
2004,76,Females,Widowed in consensual union,1
2004,77,Females,Widowed in consensual union,1
2004,78,Females,Widowed in consensual union,1
2004,79,Females,Widowed in consensual union,3
2004,80,Females,Widowed in consensual union,2
2004,81,Females,Widowed in consensual union,0
2004,82,Females,Widowed in consensual union,1
2004,83,Females,Widowed in consensual union,0
2004,84,Females,Widowed in consensual union,1
2004,85,Females,Widowed in consensual union,1
2004,86,Females,Widowed in consensual union,0
2004,87,Females,Widowed in consensual union,0
2004,88,Females,Widowed in consensual union,0
2004,89,Females,Widowed in consensual union,0
2004,90,Females,Widowed in consensual union,0
2004,91,Females,Widowed in consensual union,0
2004,92,Females,Widowed in consensual union,0
2004,93,Females,Widowed in consensual union,0
2004,94,Females,Widowed in consensual union,0
2004,95,Females,Widowed in consensual union,0
2004,96,Females,Widowed in consensual union,0
2004,97,Females,Widowed in consensual union,0
2004,98,Females,Widowed in consensual union,0
2004,99,Females,Widowed in consensual union,0
2004,100,Females,Widowed in consensual union,0
2004,101,Females,Widowed in consensual union,0
2004,102,Females,Widowed in consensual union,0
2004,103,Females,Widowed in consensual union,0
2004,104,Females,Widowed in consensual union,0
2004,105,Females,Widowed in consensual union,0
2004,106,Females,Widowed in consensual union,0
2004,107,Females,Widowed in consensual union,0
2004,108,Females,Widowed in consensual union,0
2004,109,Females,Widowed in consensual union,0
2004,Total,Total,Divorced single,14228
2004,16,Total,Divorced single,0
2004,17,Total,Divorced single,0
2004,18,Total,Divorced single,0
2004,19,Total,Divorced single,0
2004,20,Total,Divorced single,4
2004,21,Total,Divorced single,4
2004,22,Total,Divorced single,11
2004,23,Total,Divorced single,9
2004,24,Total,Divorced single,24
2004,25,Total,Divorced single,25
2004,26,Total,Divorced single,32
2004,27,Total,Divorced single,62
2004,28,Total,Divorced single,66
2004,29,Total,Divorced single,69
2004,30,Total,Divorced single,108
2004,31,Total,Divorced single,117
2004,32,Total,Divorced single,122
2004,33,Total,Divorced single,148
2004,34,Total,Divorced single,171
2004,35,Total,Divorced single,169
2004,36,Total,Divorced single,235
2004,37,Total,Divorced single,262
2004,38,Total,Divorced single,278
2004,39,Total,Divorced single,314
2004,40,Total,Divorced single,285
2004,41,Total,Divorced single,355
2004,42,Total,Divorced single,356
2004,43,Total,Divorced single,425
2004,44,Total,Divorced single,464
2004,45,Total,Divorced single,410
2004,46,Total,Divorced single,462
2004,47,Total,Divorced single,479
2004,48,Total,Divorced single,438
2004,49,Total,Divorced single,464
2004,50,Total,Divorced single,451
2004,51,Total,Divorced single,411
2004,52,Total,Divorced single,428
2004,53,Total,Divorced single,421
2004,54,Total,Divorced single,411
2004,55,Total,Divorced single,410
2004,56,Total,Divorced single,405
2004,57,Total,Divorced single,388
2004,58,Total,Divorced single,355
2004,59,Total,Divorced single,368
2004,60,Total,Divorced single,324
2004,61,Total,Divorced single,283
2004,62,Total,Divorced single,240
2004,63,Total,Divorced single,242
2004,64,Total,Divorced single,228
2004,65,Total,Divorced single,187
2004,66,Total,Divorced single,198
2004,67,Total,Divorced single,173
2004,68,Total,Divorced single,181
2004,69,Total,Divorced single,181
2004,70,Total,Divorced single,165
2004,71,Total,Divorced single,158
2004,72,Total,Divorced single,130
2004,73,Total,Divorced single,165
2004,74,Total,Divorced single,119
2004,75,Total,Divorced single,116
2004,76,Total,Divorced single,100
2004,77,Total,Divorced single,85
2004,78,Total,Divorced single,77
2004,79,Total,Divorced single,61
2004,80,Total,Divorced single,58
2004,81,Total,Divorced single,70
2004,82,Total,Divorced single,41
2004,83,Total,Divorced single,43
2004,84,Total,Divorced single,33
2004,85,Total,Divorced single,22
2004,86,Total,Divorced single,36
2004,87,Total,Divorced single,15
2004,88,Total,Divorced single,14
2004,89,Total,Divorced single,15
2004,90,Total,Divorced single,18
2004,91,Total,Divorced single,11
2004,92,Total,Divorced single,9
2004,93,Total,Divorced single,5
2004,94,Total,Divorced single,2
2004,95,Total,Divorced single,4
2004,96,Total,Divorced single,2
2004,97,Total,Divorced single,1
2004,98,Total,Divorced single,0
2004,99,Total,Divorced single,0
2004,100,Total,Divorced single,0
2004,101,Total,Divorced single,0
2004,102,Total,Divorced single,0
2004,103,Total,Divorced single,0
2004,104,Total,Divorced single,0
2004,105,Total,Divorced single,0
2004,106,Total,Divorced single,0
2004,107,Total,Divorced single,0
2004,108,Total,Divorced single,0
2004,109,Total,Divorced single,0
2004,Total,Males,Divorced single,6255
2004,16,Males,Divorced single,0
2004,17,Males,Divorced single,0
2004,18,Males,Divorced single,0
2004,19,Males,Divorced single,0
2004,20,Males,Divorced single,0
2004,21,Males,Divorced single,0
2004,22,Males,Divorced single,0
2004,23,Males,Divorced single,0
2004,24,Males,Divorced single,6
2004,25,Males,Divorced single,7
2004,26,Males,Divorced single,11
2004,27,Males,Divorced single,19
2004,28,Males,Divorced single,24
2004,29,Males,Divorced single,27
2004,30,Males,Divorced single,34
2004,31,Males,Divorced single,47
2004,32,Males,Divorced single,40
2004,33,Males,Divorced single,63
2004,34,Males,Divorced single,70
2004,35,Males,Divorced single,74
2004,36,Males,Divorced single,98
2004,37,Males,Divorced single,111
2004,38,Males,Divorced single,112
2004,39,Males,Divorced single,116
2004,40,Males,Divorced single,126
2004,41,Males,Divorced single,163
2004,42,Males,Divorced single,172
2004,43,Males,Divorced single,197
2004,44,Males,Divorced single,210
2004,45,Males,Divorced single,180
2004,46,Males,Divorced single,221
2004,47,Males,Divorced single,218
2004,48,Males,Divorced single,198
2004,49,Males,Divorced single,213
2004,50,Males,Divorced single,196
2004,51,Males,Divorced single,195
2004,52,Males,Divorced single,169
2004,53,Males,Divorced single,197
2004,54,Males,Divorced single,185
2004,55,Males,Divorced single,186
2004,56,Males,Divorced single,184
2004,57,Males,Divorced single,171
2004,58,Males,Divorced single,170
2004,59,Males,Divorced single,167
2004,60,Males,Divorced single,137
2004,61,Males,Divorced single,118
2004,62,Males,Divorced single,114
2004,63,Males,Divorced single,112
2004,64,Males,Divorced single,112
2004,65,Males,Divorced single,93
2004,66,Males,Divorced single,99
2004,67,Males,Divorced single,73
2004,68,Males,Divorced single,67
2004,69,Males,Divorced single,92
2004,70,Males,Divorced single,77
2004,71,Males,Divorced single,79
2004,72,Males,Divorced single,58
2004,73,Males,Divorced single,62
2004,74,Males,Divorced single,51
2004,75,Males,Divorced single,51
2004,76,Males,Divorced single,46
2004,77,Males,Divorced single,38
2004,78,Males,Divorced single,38
2004,79,Males,Divorced single,20
2004,80,Males,Divorced single,23
2004,81,Males,Divorced single,27
2004,82,Males,Divorced single,13
2004,83,Males,Divorced single,12
2004,84,Males,Divorced single,17
2004,85,Males,Divorced single,10
2004,86,Males,Divorced single,10
2004,87,Males,Divorced single,5
2004,88,Males,Divorced single,4
2004,89,Males,Divorced single,7
2004,90,Males,Divorced single,2
2004,91,Males,Divorced single,3
2004,92,Males,Divorced single,4
2004,93,Males,Divorced single,2
2004,94,Males,Divorced single,0
2004,95,Males,Divorced single,1
2004,96,Males,Divorced single,0
2004,97,Males,Divorced single,1
2004,98,Males,Divorced single,0
2004,99,Males,Divorced single,0
2004,100,Males,Divorced single,0
2004,101,Males,Divorced single,0
2004,102,Males,Divorced single,0
2004,103,Males,Divorced single,0
2004,104,Males,Divorced single,0
2004,105,Males,Divorced single,0
2004,106,Males,Divorced single,0
2004,107,Males,Divorced single,0
2004,108,Males,Divorced single,0
2004,109,Males,Divorced single,0
2004,Total,Females,Divorced single,7973
2004,16,Females,Divorced single,0
2004,17,Females,Divorced single,0
2004,18,Females,Divorced single,0
2004,19,Females,Divorced single,0
2004,20,Females,Divorced single,4
2004,21,Females,Divorced single,4
2004,22,Females,Divorced single,11
2004,23,Females,Divorced single,9
2004,24,Females,Divorced single,18
2004,25,Females,Divorced single,18
2004,26,Females,Divorced single,21
2004,27,Females,Divorced single,43
2004,28,Females,Divorced single,42
2004,29,Females,Divorced single,42
2004,30,Females,Divorced single,74
2004,31,Females,Divorced single,70
2004,32,Females,Divorced single,82
2004,33,Females,Divorced single,85
2004,34,Females,Divorced single,101
2004,35,Females,Divorced single,95
2004,36,Females,Divorced single,137
2004,37,Females,Divorced single,151
2004,38,Females,Divorced single,166
2004,39,Females,Divorced single,198
2004,40,Females,Divorced single,159
2004,41,Females,Divorced single,192
2004,42,Females,Divorced single,184
2004,43,Females,Divorced single,228
2004,44,Females,Divorced single,254
2004,45,Females,Divorced single,230
2004,46,Females,Divorced single,241
2004,47,Females,Divorced single,261
2004,48,Females,Divorced single,240
2004,49,Females,Divorced single,251
2004,50,Females,Divorced single,255
2004,51,Females,Divorced single,216
2004,52,Females,Divorced single,259
2004,53,Females,Divorced single,224
2004,54,Females,Divorced single,226
2004,55,Females,Divorced single,224
2004,56,Females,Divorced single,221
2004,57,Females,Divorced single,217
2004,58,Females,Divorced single,185
2004,59,Females,Divorced single,201
2004,60,Females,Divorced single,187
2004,61,Females,Divorced single,165
2004,62,Females,Divorced single,126
2004,63,Females,Divorced single,130
2004,64,Females,Divorced single,116
2004,65,Females,Divorced single,94
2004,66,Females,Divorced single,99
2004,67,Females,Divorced single,100
2004,68,Females,Divorced single,114
2004,69,Females,Divorced single,89
2004,70,Females,Divorced single,88
2004,71,Females,Divorced single,79
2004,72,Females,Divorced single,72
2004,73,Females,Divorced single,103
2004,74,Females,Divorced single,68
2004,75,Females,Divorced single,65
2004,76,Females,Divorced single,54
2004,77,Females,Divorced single,47
2004,78,Females,Divorced single,39
2004,79,Females,Divorced single,41
2004,80,Females,Divorced single,35
2004,81,Females,Divorced single,43
2004,82,Females,Divorced single,28
2004,83,Females,Divorced single,31
2004,84,Females,Divorced single,16
2004,85,Females,Divorced single,12
2004,86,Females,Divorced single,26
2004,87,Females,Divorced single,10
2004,88,Females,Divorced single,10
2004,89,Females,Divorced single,8
2004,90,Females,Divorced single,16
2004,91,Females,Divorced single,8
2004,92,Females,Divorced single,5
2004,93,Females,Divorced single,3
2004,94,Females,Divorced single,2
2004,95,Females,Divorced single,3
2004,96,Females,Divorced single,2
2004,97,Females,Divorced single,0
2004,98,Females,Divorced single,0
2004,99,Females,Divorced single,0
2004,100,Females,Divorced single,0
2004,101,Females,Divorced single,0
2004,102,Females,Divorced single,0
2004,103,Females,Divorced single,0
2004,104,Females,Divorced single,0
2004,105,Females,Divorced single,0
2004,106,Females,Divorced single,0
2004,107,Females,Divorced single,0
2004,108,Females,Divorced single,0
2004,109,Females,Divorced single,0
2004,Total,Total,Divorced in consensual union,2541
2004,16,Total,Divorced in consensual union,0
2004,17,Total,Divorced in consensual union,0
2004,18,Total,Divorced in consensual union,0
2004,19,Total,Divorced in consensual union,0
2004,20,Total,Divorced in consensual union,0
2004,21,Total,Divorced in consensual union,0
2004,22,Total,Divorced in consensual union,0
2004,23,Total,Divorced in consensual union,2
2004,24,Total,Divorced in consensual union,4
2004,25,Total,Divorced in consensual union,4
2004,26,Total,Divorced in consensual union,6
2004,27,Total,Divorced in consensual union,4
2004,28,Total,Divorced in consensual union,11
2004,29,Total,Divorced in consensual union,15
2004,30,Total,Divorced in consensual union,31
2004,31,Total,Divorced in consensual union,31
2004,32,Total,Divorced in consensual union,39
2004,33,Total,Divorced in consensual union,32
2004,34,Total,Divorced in consensual union,41
2004,35,Total,Divorced in consensual union,62
2004,36,Total,Divorced in consensual union,66
2004,37,Total,Divorced in consensual union,85
2004,38,Total,Divorced in consensual union,90
2004,39,Total,Divorced in consensual union,89
2004,40,Total,Divorced in consensual union,81
2004,41,Total,Divorced in consensual union,87
2004,42,Total,Divorced in consensual union,94
2004,43,Total,Divorced in consensual union,99
2004,44,Total,Divorced in consensual union,95
2004,45,Total,Divorced in consensual union,78
2004,46,Total,Divorced in consensual union,104
2004,47,Total,Divorced in consensual union,100
2004,48,Total,Divorced in consensual union,90
2004,49,Total,Divorced in consensual union,101
2004,50,Total,Divorced in consensual union,81
2004,51,Total,Divorced in consensual union,93
2004,52,Total,Divorced in consensual union,80
2004,53,Total,Divorced in consensual union,93
2004,54,Total,Divorced in consensual union,67
2004,55,Total,Divorced in consensual union,78
2004,56,Total,Divorced in consensual union,58
2004,57,Total,Divorced in consensual union,56
2004,58,Total,Divorced in consensual union,54
2004,59,Total,Divorced in consensual union,45
2004,60,Total,Divorced in consensual union,43
2004,61,Total,Divorced in consensual union,26
2004,62,Total,Divorced in consensual union,26
2004,63,Total,Divorced in consensual union,33
2004,64,Total,Divorced in consensual union,23
2004,65,Total,Divorced in consensual union,18
2004,66,Total,Divorced in consensual union,19
2004,67,Total,Divorced in consensual union,14
2004,68,Total,Divorced in consensual union,16
2004,69,Total,Divorced in consensual union,12
2004,70,Total,Divorced in consensual union,6
2004,71,Total,Divorced in consensual union,8
2004,72,Total,Divorced in consensual union,12
2004,73,Total,Divorced in consensual union,6
2004,74,Total,Divorced in consensual union,7
2004,75,Total,Divorced in consensual union,3
2004,76,Total,Divorced in consensual union,6
2004,77,Total,Divorced in consensual union,3
2004,78,Total,Divorced in consensual union,5
2004,79,Total,Divorced in consensual union,3
2004,80,Total,Divorced in consensual union,2
2004,81,Total,Divorced in consensual union,2
2004,82,Total,Divorced in consensual union,0
2004,83,Total,Divorced in consensual union,0
2004,84,Total,Divorced in consensual union,1
2004,85,Total,Divorced in consensual union,0
2004,86,Total,Divorced in consensual union,0
2004,87,Total,Divorced in consensual union,0
2004,88,Total,Divorced in consensual union,1
2004,89,Total,Divorced in consensual union,0
2004,90,Total,Divorced in consensual union,0
2004,91,Total,Divorced in consensual union,0
2004,92,Total,Divorced in consensual union,0
2004,93,Total,Divorced in consensual union,0
2004,94,Total,Divorced in consensual union,0
2004,95,Total,Divorced in consensual union,0
2004,96,Total,Divorced in consensual union,0
2004,97,Total,Divorced in consensual union,0
2004,98,Total,Divorced in consensual union,0
2004,99,Total,Divorced in consensual union,0
2004,100,Total,Divorced in consensual union,0
2004,101,Total,Divorced in consensual union,0
2004,102,Total,Divorced in consensual union,0
2004,103,Total,Divorced in consensual union,0
2004,104,Total,Divorced in consensual union,0
2004,105,Total,Divorced in consensual union,0
2004,106,Total,Divorced in consensual union,0
2004,107,Total,Divorced in consensual union,0
2004,108,Total,Divorced in consensual union,0
2004,109,Total,Divorced in consensual union,0
2004,Total,Males,Divorced in consensual union,1329
2004,16,Males,Divorced in consensual union,0
2004,17,Males,Divorced in consensual union,0
2004,18,Males,Divorced in consensual union,0
2004,19,Males,Divorced in consensual union,0
2004,20,Males,Divorced in consensual union,0
2004,21,Males,Divorced in consensual union,0
2004,22,Males,Divorced in consensual union,0
2004,23,Males,Divorced in consensual union,0
2004,24,Males,Divorced in consensual union,0
2004,25,Males,Divorced in consensual union,1
2004,26,Males,Divorced in consensual union,2
2004,27,Males,Divorced in consensual union,1
2004,28,Males,Divorced in consensual union,4
2004,29,Males,Divorced in consensual union,7
2004,30,Males,Divorced in consensual union,12
2004,31,Males,Divorced in consensual union,14
2004,32,Males,Divorced in consensual union,17
2004,33,Males,Divorced in consensual union,14
2004,34,Males,Divorced in consensual union,25
2004,35,Males,Divorced in consensual union,27
2004,36,Males,Divorced in consensual union,36
2004,37,Males,Divorced in consensual union,34
2004,38,Males,Divorced in consensual union,43
2004,39,Males,Divorced in consensual union,49
2004,40,Males,Divorced in consensual union,35
2004,41,Males,Divorced in consensual union,43
2004,42,Males,Divorced in consensual union,50
2004,43,Males,Divorced in consensual union,48
2004,44,Males,Divorced in consensual union,46
2004,45,Males,Divorced in consensual union,40
2004,46,Males,Divorced in consensual union,56
2004,47,Males,Divorced in consensual union,56
2004,48,Males,Divorced in consensual union,50
2004,49,Males,Divorced in consensual union,55
2004,50,Males,Divorced in consensual union,46
2004,51,Males,Divorced in consensual union,49
2004,52,Males,Divorced in consensual union,39
2004,53,Males,Divorced in consensual union,51
2004,54,Males,Divorced in consensual union,41
2004,55,Males,Divorced in consensual union,41
2004,56,Males,Divorced in consensual union,33
2004,57,Males,Divorced in consensual union,35
2004,58,Males,Divorced in consensual union,31
2004,59,Males,Divorced in consensual union,20
2004,60,Males,Divorced in consensual union,24
2004,61,Males,Divorced in consensual union,13
2004,62,Males,Divorced in consensual union,16
2004,63,Males,Divorced in consensual union,17
2004,64,Males,Divorced in consensual union,18
2004,65,Males,Divorced in consensual union,15
2004,66,Males,Divorced in consensual union,12
2004,67,Males,Divorced in consensual union,6
2004,68,Males,Divorced in consensual union,10
2004,69,Males,Divorced in consensual union,5
2004,70,Males,Divorced in consensual union,4
2004,71,Males,Divorced in consensual union,8
2004,72,Males,Divorced in consensual union,6
2004,73,Males,Divorced in consensual union,4
2004,74,Males,Divorced in consensual union,4
2004,75,Males,Divorced in consensual union,1
2004,76,Males,Divorced in consensual union,4
2004,77,Males,Divorced in consensual union,1
2004,78,Males,Divorced in consensual union,4
2004,79,Males,Divorced in consensual union,2
2004,80,Males,Divorced in consensual union,1
2004,81,Males,Divorced in consensual union,2
2004,82,Males,Divorced in consensual union,0
2004,83,Males,Divorced in consensual union,0
2004,84,Males,Divorced in consensual union,1
2004,85,Males,Divorced in consensual union,0
2004,86,Males,Divorced in consensual union,0
2004,87,Males,Divorced in consensual union,0
2004,88,Males,Divorced in consensual union,0
2004,89,Males,Divorced in consensual union,0
2004,90,Males,Divorced in consensual union,0
2004,91,Males,Divorced in consensual union,0
2004,92,Males,Divorced in consensual union,0
2004,93,Males,Divorced in consensual union,0
2004,94,Males,Divorced in consensual union,0
2004,95,Males,Divorced in consensual union,0
2004,96,Males,Divorced in consensual union,0
2004,97,Males,Divorced in consensual union,0
2004,98,Males,Divorced in consensual union,0
2004,99,Males,Divorced in consensual union,0
2004,100,Males,Divorced in consensual union,0
2004,101,Males,Divorced in consensual union,0
2004,102,Males,Divorced in consensual union,0
2004,103,Males,Divorced in consensual union,0
2004,104,Males,Divorced in consensual union,0
2004,105,Males,Divorced in consensual union,0
2004,106,Males,Divorced in consensual union,0
2004,107,Males,Divorced in consensual union,0
2004,108,Males,Divorced in consensual union,0
2004,109,Males,Divorced in consensual union,0
2004,Total,Females,Divorced in consensual union,1212
2004,16,Females,Divorced in consensual union,0
2004,17,Females,Divorced in consensual union,0
2004,18,Females,Divorced in consensual union,0
2004,19,Females,Divorced in consensual union,0
2004,20,Females,Divorced in consensual union,0
2004,21,Females,Divorced in consensual union,0
2004,22,Females,Divorced in consensual union,0
2004,23,Females,Divorced in consensual union,2
2004,24,Females,Divorced in consensual union,4
2004,25,Females,Divorced in consensual union,3
2004,26,Females,Divorced in consensual union,4
2004,27,Females,Divorced in consensual union,3
2004,28,Females,Divorced in consensual union,7
2004,29,Females,Divorced in consensual union,8
2004,30,Females,Divorced in consensual union,19
2004,31,Females,Divorced in consensual union,17
2004,32,Females,Divorced in consensual union,22
2004,33,Females,Divorced in consensual union,18
2004,34,Females,Divorced in consensual union,16
2004,35,Females,Divorced in consensual union,35
2004,36,Females,Divorced in consensual union,30
2004,37,Females,Divorced in consensual union,51
2004,38,Females,Divorced in consensual union,47
2004,39,Females,Divorced in consensual union,40
2004,40,Females,Divorced in consensual union,46
2004,41,Females,Divorced in consensual union,44
2004,42,Females,Divorced in consensual union,44
2004,43,Females,Divorced in consensual union,51
2004,44,Females,Divorced in consensual union,49
2004,45,Females,Divorced in consensual union,38
2004,46,Females,Divorced in consensual union,48
2004,47,Females,Divorced in consensual union,44
2004,48,Females,Divorced in consensual union,40
2004,49,Females,Divorced in consensual union,46
2004,50,Females,Divorced in consensual union,35
2004,51,Females,Divorced in consensual union,44
2004,52,Females,Divorced in consensual union,41
2004,53,Females,Divorced in consensual union,42
2004,54,Females,Divorced in consensual union,26
2004,55,Females,Divorced in consensual union,37
2004,56,Females,Divorced in consensual union,25
2004,57,Females,Divorced in consensual union,21
2004,58,Females,Divorced in consensual union,23
2004,59,Females,Divorced in consensual union,25
2004,60,Females,Divorced in consensual union,19
2004,61,Females,Divorced in consensual union,13
2004,62,Females,Divorced in consensual union,10
2004,63,Females,Divorced in consensual union,16
2004,64,Females,Divorced in consensual union,5
2004,65,Females,Divorced in consensual union,3
2004,66,Females,Divorced in consensual union,7
2004,67,Females,Divorced in consensual union,8
2004,68,Females,Divorced in consensual union,6
2004,69,Females,Divorced in consensual union,7
2004,70,Females,Divorced in consensual union,2
2004,71,Females,Divorced in consensual union,0
2004,72,Females,Divorced in consensual union,6
2004,73,Females,Divorced in consensual union,2
2004,74,Females,Divorced in consensual union,3
2004,75,Females,Divorced in consensual union,2
2004,76,Females,Divorced in consensual union,2
2004,77,Females,Divorced in consensual union,2
2004,78,Females,Divorced in consensual union,1
2004,79,Females,Divorced in consensual union,1
2004,80,Females,Divorced in consensual union,1
2004,81,Females,Divorced in consensual union,0
2004,82,Females,Divorced in consensual union,0
2004,83,Females,Divorced in consensual union,0
2004,84,Females,Divorced in consensual union,0
2004,85,Females,Divorced in consensual union,0
2004,86,Females,Divorced in consensual union,0
2004,87,Females,Divorced in consensual union,0
2004,88,Females,Divorced in consensual union,1
2004,89,Females,Divorced in consensual union,0
2004,90,Females,Divorced in consensual union,0
2004,91,Females,Divorced in consensual union,0
2004,92,Females,Divorced in consensual union,0
2004,93,Females,Divorced in consensual union,0
2004,94,Females,Divorced in consensual union,0
2004,95,Females,Divorced in consensual union,0
2004,96,Females,Divorced in consensual union,0
2004,97,Females,Divorced in consensual union,0
2004,98,Females,Divorced in consensual union,0
2004,99,Females,Divorced in consensual union,0
2004,100,Females,Divorced in consensual union,0
2004,101,Females,Divorced in consensual union,0
2004,102,Females,Divorced in consensual union,0
2004,103,Females,Divorced in consensual union,0
2004,104,Females,Divorced in consensual union,0
2004,105,Females,Divorced in consensual union,0
2004,106,Females,Divorced in consensual union,0
2004,107,Females,Divorced in consensual union,0
2004,108,Females,Divorced in consensual union,0
2004,109,Females,Divorced in consensual union,0
2004,Total,Total,Unknown marital status,3362
2004,16,Total,Unknown marital status,0
2004,17,Total,Unknown marital status,1
2004,18,Total,Unknown marital status,9
2004,19,Total,Unknown marital status,26
2004,20,Total,Unknown marital status,55
2004,21,Total,Unknown marital status,102
2004,22,Total,Unknown marital status,133
2004,23,Total,Unknown marital status,174
2004,24,Total,Unknown marital status,160
2004,25,Total,Unknown marital status,203
2004,26,Total,Unknown marital status,186
2004,27,Total,Unknown marital status,168
2004,28,Total,Unknown marital status,136
2004,29,Total,Unknown marital status,133
2004,30,Total,Unknown marital status,140
2004,31,Total,Unknown marital status,110
2004,32,Total,Unknown marital status,127
2004,33,Total,Unknown marital status,105
2004,34,Total,Unknown marital status,88
2004,35,Total,Unknown marital status,100
2004,36,Total,Unknown marital status,81
2004,37,Total,Unknown marital status,74
2004,38,Total,Unknown marital status,70
2004,39,Total,Unknown marital status,69
2004,40,Total,Unknown marital status,63
2004,41,Total,Unknown marital status,60
2004,42,Total,Unknown marital status,55
2004,43,Total,Unknown marital status,73
2004,44,Total,Unknown marital status,53
2004,45,Total,Unknown marital status,59
2004,46,Total,Unknown marital status,58
2004,47,Total,Unknown marital status,46
2004,48,Total,Unknown marital status,70
2004,49,Total,Unknown marital status,34
2004,50,Total,Unknown marital status,45
2004,51,Total,Unknown marital status,41
2004,52,Total,Unknown marital status,27
2004,53,Total,Unknown marital status,23
2004,54,Total,Unknown marital status,24
2004,55,Total,Unknown marital status,26
2004,56,Total,Unknown marital status,24
2004,57,Total,Unknown marital status,14
2004,58,Total,Unknown marital status,9
2004,59,Total,Unknown marital status,9
2004,60,Total,Unknown marital status,7
2004,61,Total,Unknown marital status,14
2004,62,Total,Unknown marital status,7
2004,63,Total,Unknown marital status,9
2004,64,Total,Unknown marital status,10
2004,65,Total,Unknown marital status,6
2004,66,Total,Unknown marital status,10
2004,67,Total,Unknown marital status,6
2004,68,Total,Unknown marital status,2
2004,69,Total,Unknown marital status,1
2004,70,Total,Unknown marital status,4
2004,71,Total,Unknown marital status,2
2004,72,Total,Unknown marital status,3
2004,73,Total,Unknown marital status,2
2004,74,Total,Unknown marital status,3
2004,75,Total,Unknown marital status,3
2004,76,Total,Unknown marital status,0
2004,77,Total,Unknown marital status,2
2004,78,Total,Unknown marital status,0
2004,79,Total,Unknown marital status,1
2004,80,Total,Unknown marital status,0
2004,81,Total,Unknown marital status,1
2004,82,Total,Unknown marital status,1
2004,83,Total,Unknown marital status,1
2004,84,Total,Unknown marital status,1
2004,85,Total,Unknown marital status,0
