Year,Age,Sex,marital_status,count
2018,27,Females,Married living with spouse,334
2018,28,Females,Married living with spouse,465
2018,29,Females,Married living with spouse,506
2018,30,Females,Married living with spouse,660
2018,31,Females,Married living with spouse,671
2018,32,Females,Married living with spouse,796
2018,33,Females,Married living with spouse,887
2018,34,Females,Married living with spouse,932
2018,35,Females,Married living with spouse,1034
2018,36,Females,Married living with spouse,1063
2018,37,Females,Married living with spouse,1178
2018,38,Females,Married living with spouse,1186
2018,39,Females,Married living with spouse,1120
2018,40,Females,Married living with spouse,1113
2018,41,Females,Married living with spouse,1172
2018,42,Females,Married living with spouse,1162
2018,43,Females,Married living with spouse,1118
2018,44,Females,Married living with spouse,1295
2018,45,Females,Married living with spouse,1308
2018,46,Females,Married living with spouse,1152
2018,47,Females,Married living with spouse,1115
2018,48,Females,Married living with spouse,1215
2018,49,Females,Married living with spouse,1121
2018,50,Females,Married living with spouse,1260
2018,51,Females,Married living with spouse,1323
2018,52,Females,Married living with spouse,1261
2018,53,Females,Married living with spouse,1372
2018,54,Females,Married living with spouse,1345
2018,55,Females,Married living with spouse,1314
2018,56,Females,Married living with spouse,1233
2018,57,Females,Married living with spouse,1312
2018,58,Females,Married living with spouse,1297
2018,59,Females,Married living with spouse,1313
2018,60,Females,Married living with spouse,1248
2018,61,Females,Married living with spouse,1236
2018,62,Females,Married living with spouse,1177
2018,63,Females,Married living with spouse,1151
2018,64,Females,Married living with spouse,1158
2018,65,Females,Married living with spouse,1035
2018,66,Females,Married living with spouse,1080
2018,67,Females,Married living with spouse,996
2018,68,Females,Married living with spouse,993
2018,69,Females,Married living with spouse,983
2018,70,Females,Married living with spouse,869
2018,71,Females,Married living with spouse,799
2018,72,Females,Married living with spouse,775
2018,73,Females,Married living with spouse,670
2018,74,Females,Married living with spouse,629
2018,75,Females,Married living with spouse,555
2018,76,Females,Married living with spouse,485
2018,77,Females,Married living with spouse,445
2018,78,Females,Married living with spouse,361
2018,79,Females,Married living with spouse,329
2018,80,Females,Married living with spouse,290
2018,81,Females,Married living with spouse,296
2018,82,Females,Married living with spouse,218
2018,83,Females,Married living with spouse,207
2018,84,Females,Married living with spouse,154
2018,85,Females,Married living with spouse,146
2018,86,Females,Married living with spouse,125
2018,87,Females,Married living with spouse,114
2018,88,Females,Married living with spouse,85
2018,89,Females,Married living with spouse,58
2018,90,Females,Married living with spouse,39
2018,91,Females,Married living with spouse,24
2018,92,Females,Married living with spouse,15
2018,93,Females,Married living with spouse,7
2018,94,Females,Married living with spouse,11
2018,95,Females,Married living with spouse,3
2018,96,Females,Married living with spouse,3
2018,97,Females,Married living with spouse,0
2018,98,Females,Married living with spouse,2
2018,99,Females,Married living with spouse,0
2018,100,Females,Married living with spouse,0
2018,101,Females,Married living with spouse,0
2018,102,Females,Married living with spouse,0
2018,103,Females,Married living with spouse,0
2018,104,Females,Married living with spouse,0
2018,105,Females,Married living with spouse,0
2018,106,Females,Married living with spouse,0
2018,107,Females,Married living with spouse,0
2018,108,Females,Married living with spouse,0
2018,109,Females,Married living with spouse,0
2018,Total,Total,Married seperate domiciles,4279
2018,16,Total,Married seperate domiciles,0
2018,17,Total,Married seperate domiciles,0
2018,18,Total,Married seperate domiciles,1
2018,19,Total,Married seperate domiciles,3
2018,20,Total,Married seperate domiciles,2
2018,21,Total,Married seperate domiciles,10
2018,22,Total,Married seperate domiciles,14
2018,23,Total,Married seperate domiciles,9
2018,24,Total,Married seperate domiciles,13
2018,25,Total,Married seperate domiciles,23
2018,26,Total,Married seperate domiciles,25
2018,27,Total,Married seperate domiciles,27
2018,28,Total,Married seperate domiciles,45
2018,29,Total,Married seperate domiciles,45
2018,30,Total,Married seperate domiciles,40
2018,31,Total,Married seperate domiciles,63
2018,32,Total,Married seperate domiciles,64
2018,33,Total,Married seperate domiciles,74
2018,34,Total,Married seperate domiciles,80
2018,35,Total,Married seperate domiciles,93
2018,36,Total,Married seperate domiciles,103
2018,37,Total,Married seperate domiciles,97
2018,38,Total,Married seperate domiciles,114
2018,39,Total,Married seperate domiciles,115
2018,40,Total,Married seperate domiciles,97
2018,41,Total,Married seperate domiciles,115
2018,42,Total,Married seperate domiciles,107
2018,43,Total,Married seperate domiciles,116
2018,44,Total,Married seperate domiciles,136
2018,45,Total,Married seperate domiciles,148
2018,46,Total,Married seperate domiciles,123
2018,47,Total,Married seperate domiciles,113
2018,48,Total,Married seperate domiciles,112
2018,49,Total,Married seperate domiciles,120
2018,50,Total,Married seperate domiciles,118
2018,51,Total,Married seperate domiciles,115
2018,52,Total,Married seperate domiciles,119
2018,53,Total,Married seperate domiciles,116
2018,54,Total,Married seperate domiciles,103
2018,55,Total,Married seperate domiciles,100
2018,56,Total,Married seperate domiciles,103
2018,57,Total,Married seperate domiciles,103
2018,58,Total,Married seperate domiciles,99
2018,59,Total,Married seperate domiciles,101
2018,60,Total,Married seperate domiciles,95
2018,61,Total,Married seperate domiciles,81
2018,62,Total,Married seperate domiciles,77
2018,63,Total,Married seperate domiciles,79
2018,64,Total,Married seperate domiciles,70
2018,65,Total,Married seperate domiciles,68
2018,66,Total,Married seperate domiciles,60
2018,67,Total,Married seperate domiciles,53
2018,68,Total,Married seperate domiciles,47
2018,69,Total,Married seperate domiciles,35
2018,70,Total,Married seperate domiciles,36
2018,71,Total,Married seperate domiciles,32
2018,72,Total,Married seperate domiciles,32
2018,73,Total,Married seperate domiciles,24
2018,74,Total,Married seperate domiciles,29
2018,75,Total,Married seperate domiciles,20
2018,76,Total,Married seperate domiciles,20
2018,77,Total,Married seperate domiciles,9
2018,78,Total,Married seperate domiciles,14
2018,79,Total,Married seperate domiciles,7
2018,80,Total,Married seperate domiciles,12
2018,81,Total,Married seperate domiciles,9
2018,82,Total,Married seperate domiciles,12
2018,83,Total,Married seperate domiciles,5
2018,84,Total,Married seperate domiciles,7
2018,85,Total,Married seperate domiciles,5
2018,86,Total,Married seperate domiciles,6
2018,87,Total,Married seperate domiciles,4
2018,88,Total,Married seperate domiciles,3
2018,89,Total,Married seperate domiciles,0
2018,90,Total,Married seperate domiciles,1
2018,91,Total,Married seperate domiciles,0
2018,92,Total,Married seperate domiciles,0
2018,93,Total,Married seperate domiciles,0
2018,94,Total,Married seperate domiciles,1
2018,95,Total,Married seperate domiciles,1
2018,96,Total,Married seperate domiciles,0
2018,97,Total,Married seperate domiciles,0
2018,98,Total,Married seperate domiciles,0
2018,99,Total,Married seperate domiciles,0
2018,100,Total,Married seperate domiciles,0
2018,101,Total,Married seperate domiciles,0
2018,102,Total,Married seperate domiciles,1
2018,103,Total,Married seperate domiciles,0
2018,104,Total,Married seperate domiciles,0
2018,105,Total,Married seperate domiciles,0
2018,106,Total,Married seperate domiciles,0
2018,107,Total,Married seperate domiciles,0
2018,108,Total,Married seperate domiciles,0
2018,109,Total,Married seperate domiciles,0
2018,Total,Males,Married seperate domiciles,2159
2018,16,Males,Married seperate domiciles,0
2018,17,Males,Married seperate domiciles,0
2018,18,Males,Married seperate domiciles,1
2018,19,Males,Married seperate domiciles,1
2018,20,Males,Married seperate domiciles,0
2018,21,Males,Married seperate domiciles,5
2018,22,Males,Married seperate domiciles,8
2018,23,Males,Married seperate domiciles,4
2018,24,Males,Married seperate domiciles,4
2018,25,Males,Married seperate domiciles,10
2018,26,Males,Married seperate domiciles,12
2018,27,Males,Married seperate domiciles,12
2018,28,Males,Married seperate domiciles,19
2018,29,Males,Married seperate domiciles,24
2018,30,Males,Married seperate domiciles,15
2018,31,Males,Married seperate domiciles,26
2018,32,Males,Married seperate domiciles,36
2018,33,Males,Married seperate domiciles,36
2018,34,Males,Married seperate domiciles,43
2018,35,Males,Married seperate domiciles,40
2018,36,Males,Married seperate domiciles,51
2018,37,Males,Married seperate domiciles,51
2018,38,Males,Married seperate domiciles,64
2018,39,Males,Married seperate domiciles,58
2018,40,Males,Married seperate domiciles,40
2018,41,Males,Married seperate domiciles,63
2018,42,Males,Married seperate domiciles,54
2018,43,Males,Married seperate domiciles,66
2018,44,Males,Married seperate domiciles,73
2018,45,Males,Married seperate domiciles,68
2018,46,Males,Married seperate domiciles,66
2018,47,Males,Married seperate domiciles,62
2018,48,Males,Married seperate domiciles,56
2018,49,Males,Married seperate domiciles,67
2018,50,Males,Married seperate domiciles,52
2018,51,Males,Married seperate domiciles,50
2018,52,Males,Married seperate domiciles,62
2018,53,Males,Married seperate domiciles,57
2018,54,Males,Married seperate domiciles,57
2018,55,Males,Married seperate domiciles,50
2018,56,Males,Married seperate domiciles,53
2018,57,Males,Married seperate domiciles,49
2018,58,Males,Married seperate domiciles,41
2018,59,Males,Married seperate domiciles,50
2018,60,Males,Married seperate domiciles,41
2018,61,Males,Married seperate domiciles,42
2018,62,Males,Married seperate domiciles,40
2018,63,Males,Married seperate domiciles,32
2018,64,Males,Married seperate domiciles,38
2018,65,Males,Married seperate domiciles,45
2018,66,Males,Married seperate domiciles,32
2018,67,Males,Married seperate domiciles,27
2018,68,Males,Married seperate domiciles,24
2018,69,Males,Married seperate domiciles,20
2018,70,Males,Married seperate domiciles,16
2018,71,Males,Married seperate domiciles,19
2018,72,Males,Married seperate domiciles,20
2018,73,Males,Married seperate domiciles,13
2018,74,Males,Married seperate domiciles,17
2018,75,Males,Married seperate domiciles,12
2018,76,Males,Married seperate domiciles,12
2018,77,Males,Married seperate domiciles,7
2018,78,Males,Married seperate domiciles,10
2018,79,Males,Married seperate domiciles,2
2018,80,Males,Married seperate domiciles,7
2018,81,Males,Married seperate domiciles,5
2018,82,Males,Married seperate domiciles,4
2018,83,Males,Married seperate domiciles,2
2018,84,Males,Married seperate domiciles,4
2018,85,Males,Married seperate domiciles,2
2018,86,Males,Married seperate domiciles,3
2018,87,Males,Married seperate domiciles,2
2018,88,Males,Married seperate domiciles,3
2018,89,Males,Married seperate domiciles,0
2018,90,Males,Married seperate domiciles,0
2018,91,Males,Married seperate domiciles,0
2018,92,Males,Married seperate domiciles,0
2018,93,Males,Married seperate domiciles,0
2018,94,Males,Married seperate domiciles,1
2018,95,Males,Married seperate domiciles,0
2018,96,Males,Married seperate domiciles,0
2018,97,Males,Married seperate domiciles,0
2018,98,Males,Married seperate domiciles,0
2018,99,Males,Married seperate domiciles,0
2018,100,Males,Married seperate domiciles,0
2018,101,Males,Married seperate domiciles,0
2018,102,Males,Married seperate domiciles,1
2018,103,Males,Married seperate domiciles,0
2018,104,Males,Married seperate domiciles,0
2018,105,Males,Married seperate domiciles,0
2018,106,Males,Married seperate domiciles,0
2018,107,Males,Married seperate domiciles,0
2018,108,Males,Married seperate domiciles,0
2018,109,Males,Married seperate domiciles,0
2018,Total,Females,Married seperate domiciles,2120
2018,16,Females,Married seperate domiciles,0
2018,17,Females,Married seperate domiciles,0
2018,18,Females,Married seperate domiciles,0
2018,19,Females,Married seperate domiciles,2
2018,20,Females,Married seperate domiciles,2
2018,21,Females,Married seperate domiciles,5
2018,22,Females,Married seperate domiciles,6
2018,23,Females,Married seperate domiciles,5
2018,24,Females,Married seperate domiciles,9
2018,25,Females,Married seperate domiciles,13
2018,26,Females,Married seperate domiciles,13
2018,27,Females,Married seperate domiciles,15
2018,28,Females,Married seperate domiciles,26
2018,29,Females,Married seperate domiciles,21
2018,30,Females,Married seperate domiciles,25
2018,31,Females,Married seperate domiciles,37
2018,32,Females,Married seperate domiciles,28
2018,33,Females,Married seperate domiciles,38
2018,34,Females,Married seperate domiciles,37
2018,35,Females,Married seperate domiciles,53
2018,36,Females,Married seperate domiciles,52
2018,37,Females,Married seperate domiciles,46
2018,38,Females,Married seperate domiciles,50
2018,39,Females,Married seperate domiciles,57
2018,40,Females,Married seperate domiciles,57
2018,41,Females,Married seperate domiciles,52
2018,42,Females,Married seperate domiciles,53
2018,43,Females,Married seperate domiciles,50
2018,44,Females,Married seperate domiciles,63
2018,45,Females,Married seperate domiciles,80
2018,46,Females,Married seperate domiciles,57
2018,47,Females,Married seperate domiciles,51
2018,48,Females,Married seperate domiciles,56
2018,49,Females,Married seperate domiciles,53
2018,50,Females,Married seperate domiciles,66
2018,51,Females,Married seperate domiciles,65
2018,52,Females,Married seperate domiciles,57
2018,53,Females,Married seperate domiciles,59
2018,54,Females,Married seperate domiciles,46
2018,55,Females,Married seperate domiciles,50
2018,56,Females,Married seperate domiciles,50
2018,57,Females,Married seperate domiciles,54
2018,58,Females,Married seperate domiciles,58
2018,59,Females,Married seperate domiciles,51
2018,60,Females,Married seperate domiciles,54
2018,61,Females,Married seperate domiciles,39
2018,62,Females,Married seperate domiciles,37
2018,63,Females,Married seperate domiciles,47
2018,64,Females,Married seperate domiciles,32
2018,65,Females,Married seperate domiciles,23
2018,66,Females,Married seperate domiciles,28
2018,67,Females,Married seperate domiciles,26
2018,68,Females,Married seperate domiciles,23
2018,69,Females,Married seperate domiciles,15
2018,70,Females,Married seperate domiciles,20
2018,71,Females,Married seperate domiciles,13
2018,72,Females,Married seperate domiciles,12
2018,73,Females,Married seperate domiciles,11
2018,74,Females,Married seperate domiciles,12
2018,75,Females,Married seperate domiciles,8
2018,76,Females,Married seperate domiciles,8
2018,77,Females,Married seperate domiciles,2
2018,78,Females,Married seperate domiciles,4
2018,79,Females,Married seperate domiciles,5
2018,80,Females,Married seperate domiciles,5
2018,81,Females,Married seperate domiciles,4
2018,82,Females,Married seperate domiciles,8
2018,83,Females,Married seperate domiciles,3
2018,84,Females,Married seperate domiciles,3
2018,85,Females,Married seperate domiciles,3
2018,86,Females,Married seperate domiciles,3
2018,87,Females,Married seperate domiciles,2
2018,88,Females,Married seperate domiciles,0
2018,89,Females,Married seperate domiciles,0
2018,90,Females,Married seperate domiciles,1
2018,91,Females,Married seperate domiciles,0
2018,92,Females,Married seperate domiciles,0
2018,93,Females,Married seperate domiciles,0
2018,94,Females,Married seperate domiciles,0
2018,95,Females,Married seperate domiciles,1
2018,96,Females,Married seperate domiciles,0
2018,97,Females,Married seperate domiciles,0
2018,98,Females,Married seperate domiciles,0
2018,99,Females,Married seperate domiciles,0
2018,100,Females,Married seperate domiciles,0
2018,101,Females,Married seperate domiciles,0
2018,102,Females,Married seperate domiciles,0
2018,103,Females,Married seperate domiciles,0
2018,104,Females,Married seperate domiciles,0
2018,105,Females,Married seperate domiciles,0
2018,106,Females,Married seperate domiciles,0
2018,107,Females,Married seperate domiciles,0
2018,108,Females,Married seperate domiciles,0
2018,109,Females,Married seperate domiciles,0
2018,Total,Total,Widowed single,11347
2018,16,Total,Widowed single,0
2018,17,Total,Widowed single,0
2018,18,Total,Widowed single,0
2018,19,Total,Widowed single,0
2018,20,Total,Widowed single,0
2018,21,Total,Widowed single,0
2018,22,Total,Widowed single,0
2018,23,Total,Widowed single,0
2018,24,Total,Widowed single,0
2018,25,Total,Widowed single,1
2018,26,Total,Widowed single,1
2018,27,Total,Widowed single,3
2018,28,Total,Widowed single,1
2018,29,Total,Widowed single,2
2018,30,Total,Widowed single,0
2018,31,Total,Widowed single,1
2018,32,Total,Widowed single,2
2018,33,Total,Widowed single,4
2018,34,Total,Widowed single,7
2018,35,Total,Widowed single,4
2018,36,Total,Widowed single,7
2018,37,Total,Widowed single,10
2018,38,Total,Widowed single,8
2018,39,Total,Widowed single,10
2018,40,Total,Widowed single,12
2018,41,Total,Widowed single,11
2018,42,Total,Widowed single,17
2018,43,Total,Widowed single,8
2018,44,Total,Widowed single,23
2018,45,Total,Widowed single,18
2018,46,Total,Widowed single,16
2018,47,Total,Widowed single,18
2018,48,Total,Widowed single,27
2018,49,Total,Widowed single,32
2018,50,Total,Widowed single,21
2018,51,Total,Widowed single,43
2018,52,Total,Widowed single,38
2018,53,Total,Widowed single,41
2018,54,Total,Widowed single,47
2018,55,Total,Widowed single,56
2018,56,Total,Widowed single,85
2018,57,Total,Widowed single,94
2018,58,Total,Widowed single,95
2018,59,Total,Widowed single,98
2018,60,Total,Widowed single,104
2018,61,Total,Widowed single,95
2018,62,Total,Widowed single,136
2018,63,Total,Widowed single,130
2018,64,Total,Widowed single,160
2018,65,Total,Widowed single,160
2018,66,Total,Widowed single,204
2018,67,Total,Widowed single,210
2018,68,Total,Widowed single,192
2018,69,Total,Widowed single,224
2018,70,Total,Widowed single,226
2018,71,Total,Widowed single,246
2018,72,Total,Widowed single,295
2018,73,Total,Widowed single,287
2018,74,Total,Widowed single,338
2018,75,Total,Widowed single,345
2018,76,Total,Widowed single,342
2018,77,Total,Widowed single,352
2018,78,Total,Widowed single,375
2018,79,Total,Widowed single,374
2018,80,Total,Widowed single,390
2018,81,Total,Widowed single,417
2018,82,Total,Widowed single,440
2018,83,Total,Widowed single,444
2018,84,Total,Widowed single,439
2018,85,Total,Widowed single,446
2018,86,Total,Widowed single,464
2018,87,Total,Widowed single,442
2018,88,Total,Widowed single,399
2018,89,Total,Widowed single,373
2018,90,Total,Widowed single,310
2018,91,Total,Widowed single,281
2018,92,Total,Widowed single,212
2018,93,Total,Widowed single,180
2018,94,Total,Widowed single,146
2018,95,Total,Widowed single,104
2018,96,Total,Widowed single,70
2018,97,Total,Widowed single,44
2018,98,Total,Widowed single,30
2018,99,Total,Widowed single,27
2018,100,Total,Widowed single,14
2018,101,Total,Widowed single,9
2018,102,Total,Widowed single,5
2018,103,Total,Widowed single,1
2018,104,Total,Widowed single,3
2018,105,Total,Widowed single,1
2018,106,Total,Widowed single,0
2018,107,Total,Widowed single,0
2018,108,Total,Widowed single,0
2018,109,Total,Widowed single,0
2018,Total,Males,Widowed single,2960
2018,16,Males,Widowed single,0
2018,17,Males,Widowed single,0
2018,18,Males,Widowed single,0
2018,19,Males,Widowed single,0
2018,20,Males,Widowed single,0
2018,21,Males,Widowed single,0
2018,22,Males,Widowed single,0
2018,23,Males,Widowed single,0
2018,24,Males,Widowed single,0
2018,25,Males,Widowed single,0
2018,26,Males,Widowed single,0
2018,27,Males,Widowed single,1
2018,28,Males,Widowed single,0
2018,29,Males,Widowed single,1
2018,30,Males,Widowed single,0
2018,31,Males,Widowed single,0
2018,32,Males,Widowed single,1
2018,33,Males,Widowed single,1
2018,34,Males,Widowed single,2
2018,35,Males,Widowed single,2
2018,36,Males,Widowed single,2
2018,37,Males,Widowed single,1
2018,38,Males,Widowed single,1
2018,39,Males,Widowed single,3
2018,40,Males,Widowed single,1
2018,41,Males,Widowed single,1
2018,42,Males,Widowed single,2
2018,43,Males,Widowed single,0
2018,44,Males,Widowed single,4
2018,45,Males,Widowed single,3
2018,46,Males,Widowed single,4
2018,47,Males,Widowed single,2
2018,48,Males,Widowed single,6
2018,49,Males,Widowed single,9
2018,50,Males,Widowed single,4
2018,51,Males,Widowed single,9
2018,52,Males,Widowed single,7
2018,53,Males,Widowed single,8
2018,54,Males,Widowed single,11
2018,55,Males,Widowed single,17
2018,56,Males,Widowed single,22
2018,57,Males,Widowed single,25
2018,58,Males,Widowed single,27
2018,59,Males,Widowed single,28
2018,60,Males,Widowed single,27
2018,61,Males,Widowed single,24
2018,62,Males,Widowed single,40
2018,63,Males,Widowed single,32
2018,64,Males,Widowed single,55
2018,65,Males,Widowed single,43
2018,66,Males,Widowed single,62
2018,67,Males,Widowed single,70
2018,68,Males,Widowed single,67
2018,69,Males,Widowed single,62
2018,70,Males,Widowed single,65
2018,71,Males,Widowed single,77
2018,72,Males,Widowed single,79
2018,73,Males,Widowed single,73
2018,74,Males,Widowed single,90
2018,75,Males,Widowed single,85
2018,76,Males,Widowed single,91
2018,77,Males,Widowed single,98
2018,78,Males,Widowed single,99
2018,79,Males,Widowed single,101
2018,80,Males,Widowed single,106
2018,81,Males,Widowed single,96
2018,82,Males,Widowed single,107
2018,83,Males,Widowed single,108
2018,84,Males,Widowed single,105
2018,85,Males,Widowed single,128
2018,86,Males,Widowed single,125
2018,87,Males,Widowed single,117
2018,88,Males,Widowed single,103
2018,89,Males,Widowed single,100
2018,90,Males,Widowed single,75
2018,91,Males,Widowed single,61
2018,92,Males,Widowed single,51
2018,93,Males,Widowed single,41
2018,94,Males,Widowed single,19
2018,95,Males,Widowed single,27
2018,96,Males,Widowed single,14
2018,97,Males,Widowed single,10
2018,98,Males,Widowed single,5
2018,99,Males,Widowed single,7
2018,100,Males,Widowed single,3
2018,101,Males,Widowed single,5
2018,102,Males,Widowed single,1
2018,103,Males,Widowed single,0
2018,104,Males,Widowed single,1
2018,105,Males,Widowed single,0
2018,106,Males,Widowed single,0
2018,107,Males,Widowed single,0
2018,108,Males,Widowed single,0
2018,109,Males,Widowed single,0
2018,Total,Females,Widowed single,8387
2018,16,Females,Widowed single,0
2018,17,Females,Widowed single,0
2018,18,Females,Widowed single,0
2018,19,Females,Widowed single,0
2018,20,Females,Widowed single,0
2018,21,Females,Widowed single,0
2018,22,Females,Widowed single,0
2018,23,Females,Widowed single,0
2018,24,Females,Widowed single,0
2018,25,Females,Widowed single,1
2018,26,Females,Widowed single,1
2018,27,Females,Widowed single,2
2018,28,Females,Widowed single,1
2018,29,Females,Widowed single,1
2018,30,Females,Widowed single,0
2018,31,Females,Widowed single,1
2018,32,Females,Widowed single,1
2018,33,Females,Widowed single,3
2018,34,Females,Widowed single,5
2018,35,Females,Widowed single,2
2018,36,Females,Widowed single,5
2018,37,Females,Widowed single,9
2018,38,Females,Widowed single,7
2018,39,Females,Widowed single,7
2018,40,Females,Widowed single,11
2018,41,Females,Widowed single,10
2018,42,Females,Widowed single,15
2018,43,Females,Widowed single,8
2018,44,Females,Widowed single,19
2018,45,Females,Widowed single,15
2018,46,Females,Widowed single,12
2018,47,Females,Widowed single,16
2018,48,Females,Widowed single,21
2018,49,Females,Widowed single,23
2018,50,Females,Widowed single,17
2018,51,Females,Widowed single,34
2018,52,Females,Widowed single,31
2018,53,Females,Widowed single,33
2018,54,Females,Widowed single,36
2018,55,Females,Widowed single,39
2018,56,Females,Widowed single,63
2018,57,Females,Widowed single,69
2018,58,Females,Widowed single,68
2018,59,Females,Widowed single,70
2018,60,Females,Widowed single,77
2018,61,Females,Widowed single,71
2018,62,Females,Widowed single,96
2018,63,Females,Widowed single,98
2018,64,Females,Widowed single,105
2018,65,Females,Widowed single,117
2018,66,Females,Widowed single,142
2018,67,Females,Widowed single,140
2018,68,Females,Widowed single,125
2018,69,Females,Widowed single,162
2018,70,Females,Widowed single,161
2018,71,Females,Widowed single,169
2018,72,Females,Widowed single,216
2018,73,Females,Widowed single,214
2018,74,Females,Widowed single,248
2018,75,Females,Widowed single,260
2018,76,Females,Widowed single,251
2018,77,Females,Widowed single,254
2018,78,Females,Widowed single,276
2018,79,Females,Widowed single,273
2018,80,Females,Widowed single,284
2018,81,Females,Widowed single,321
2018,82,Females,Widowed single,333
2018,83,Females,Widowed single,336
2018,84,Females,Widowed single,334
2018,85,Females,Widowed single,318
2018,86,Females,Widowed single,339
2018,87,Females,Widowed single,325
2018,88,Females,Widowed single,296
2018,89,Females,Widowed single,273
2018,90,Females,Widowed single,235
2018,91,Females,Widowed single,220
2018,92,Females,Widowed single,161
2018,93,Females,Widowed single,139
2018,94,Females,Widowed single,127
2018,95,Females,Widowed single,77
2018,96,Females,Widowed single,56
2018,97,Females,Widowed single,34
2018,98,Females,Widowed single,25
2018,99,Females,Widowed single,20
2018,100,Females,Widowed single,11
2018,101,Females,Widowed single,4
2018,102,Females,Widowed single,4
2018,103,Females,Widowed single,1
2018,104,Females,Widowed single,2
2018,105,Females,Widowed single,1
2018,106,Females,Widowed single,0
2018,107,Females,Widowed single,0
2018,108,Females,Widowed single,0
2018,109,Females,Widowed single,0
2018,Total,Total,Widowed in consensual union,183
2018,16,Total,Widowed in consensual union,0
2018,17,Total,Widowed in consensual union,0
2018,18,Total,Widowed in consensual union,0
2018,19,Total,Widowed in consensual union,0
2018,20,Total,Widowed in consensual union,0
2018,21,Total,Widowed in consensual union,0
2018,22,Total,Widowed in consensual union,0
2018,23,Total,Widowed in consensual union,0
2018,24,Total,Widowed in consensual union,0
2018,25,Total,Widowed in consensual union,0
2018,26,Total,Widowed in consensual union,0
2018,27,Total,Widowed in consensual union,0
2018,28,Total,Widowed in consensual union,0
2018,29,Total,Widowed in consensual union,0
2018,30,Total,Widowed in consensual union,0
2018,31,Total,Widowed in consensual union,0
2018,32,Total,Widowed in consensual union,0
2018,33,Total,Widowed in consensual union,3
2018,34,Total,Widowed in consensual union,0
2018,35,Total,Widowed in consensual union,1
2018,36,Total,Widowed in consensual union,0
2018,37,Total,Widowed in consensual union,0
2018,38,Total,Widowed in consensual union,2
2018,39,Total,Widowed in consensual union,1
2018,40,Total,Widowed in consensual union,2
2018,41,Total,Widowed in consensual union,2
2018,42,Total,Widowed in consensual union,2
2018,43,Total,Widowed in consensual union,1
2018,44,Total,Widowed in consensual union,1
2018,45,Total,Widowed in consensual union,0
2018,46,Total,Widowed in consensual union,0
2018,47,Total,Widowed in consensual union,1
2018,48,Total,Widowed in consensual union,2
2018,49,Total,Widowed in consensual union,5
2018,50,Total,Widowed in consensual union,5
2018,51,Total,Widowed in consensual union,1
2018,52,Total,Widowed in consensual union,4
2018,53,Total,Widowed in consensual union,4
2018,54,Total,Widowed in consensual union,2
2018,55,Total,Widowed in consensual union,2
2018,56,Total,Widowed in consensual union,1
2018,57,Total,Widowed in consensual union,4
2018,58,Total,Widowed in consensual union,3
2018,59,Total,Widowed in consensual union,0
2018,60,Total,Widowed in consensual union,4
2018,61,Total,Widowed in consensual union,4
2018,62,Total,Widowed in consensual union,4
2018,63,Total,Widowed in consensual union,4
2018,64,Total,Widowed in consensual union,4
2018,65,Total,Widowed in consensual union,5
2018,66,Total,Widowed in consensual union,11
2018,67,Total,Widowed in consensual union,5
2018,68,Total,Widowed in consensual union,7
2018,69,Total,Widowed in consensual union,3
2018,70,Total,Widowed in consensual union,8
2018,71,Total,Widowed in consensual union,4
2018,72,Total,Widowed in consensual union,11
2018,73,Total,Widowed in consensual union,7
2018,74,Total,Widowed in consensual union,3
2018,75,Total,Widowed in consensual union,7
2018,76,Total,Widowed in consensual union,5
2018,77,Total,Widowed in consensual union,4
2018,78,Total,Widowed in consensual union,7
2018,79,Total,Widowed in consensual union,3
2018,80,Total,Widowed in consensual union,4
2018,81,Total,Widowed in consensual union,1
2018,82,Total,Widowed in consensual union,0
2018,83,Total,Widowed in consensual union,3
2018,84,Total,Widowed in consensual union,5
2018,85,Total,Widowed in consensual union,3
2018,86,Total,Widowed in consensual union,1
2018,87,Total,Widowed in consensual union,2
2018,88,Total,Widowed in consensual union,2
2018,89,Total,Widowed in consensual union,0
2018,90,Total,Widowed in consensual union,1
2018,91,Total,Widowed in consensual union,1
2018,92,Total,Widowed in consensual union,0
2018,93,Total,Widowed in consensual union,1
2018,94,Total,Widowed in consensual union,0
2018,95,Total,Widowed in consensual union,0
2018,96,Total,Widowed in consensual union,0
2018,97,Total,Widowed in consensual union,0
2018,98,Total,Widowed in consensual union,0
2018,99,Total,Widowed in consensual union,0
2018,100,Total,Widowed in consensual union,0
2018,101,Total,Widowed in consensual union,0
2018,102,Total,Widowed in consensual union,0
2018,103,Total,Widowed in consensual union,0
2018,104,Total,Widowed in consensual union,0
2018,105,Total,Widowed in consensual union,0
2018,106,Total,Widowed in consensual union,0
2018,107,Total,Widowed in consensual union,0
2018,108,Total,Widowed in consensual union,0
2018,109,Total,Widowed in consensual union,0
2018,Total,Males,Widowed in consensual union,88
2018,16,Males,Widowed in consensual union,0
2018,17,Males,Widowed in consensual union,0
2018,18,Males,Widowed in consensual union,0
2018,19,Males,Widowed in consensual union,0
2018,20,Males,Widowed in consensual union,0
2018,21,Males,Widowed in consensual union,0
2018,22,Males,Widowed in consensual union,0
2018,23,Males,Widowed in consensual union,0
2018,24,Males,Widowed in consensual union,0
2018,25,Males,Widowed in consensual union,0
2018,26,Males,Widowed in consensual union,0
2018,27,Males,Widowed in consensual union,0
2018,28,Males,Widowed in consensual union,0
