Year,Month,Citizenship,n_passengers
2009,Oct,Taiwan,
2009,Oct,Germany,1726
2009,Oct,Other countries,3851
2009,Nov,Passenger total,40598
2009,Nov,Iceland,19521
2009,Nov,Foreigners,21077
2009,Nov,Austria,
2009,Nov,Australia / New Zealand,
2009,Nov,U.S.A.,2404
2009,Nov,Belgium,
2009,Nov,U.K.,5017
2009,Nov,Denmark,1640
2009,Nov,Estonia / Latvia / Lithuania,
2009,Nov,Finland,399
2009,Nov,France,746
2009,Nov,Netherlands,943
2009,Nov,Hong Kong,
2009,Nov,India,
2009,Nov,Ireland,
2009,Nov,Israel,
2009,Nov,Italy,197
2009,Nov,Japan,457
2009,Nov,Canada,223
2009,Nov,China,235
2009,Nov,Norway,2433
2009,Nov,Poland,535
2009,Nov,Russia,
2009,Nov,Singapore,
2009,Nov,Spain,207
2009,Nov,South Korea,
2009,Nov,Switzerland,84
2009,Nov,Sweden,1849
2009,Nov,Taiwan,
2009,Nov,Germany,1108
2009,Nov,Other countries,2600
2009,Dec,Passenger total,33640
2009,Dec,Iceland,16125
2009,Dec,Foreigners,17515
2009,Dec,Austria,
2009,Dec,Australia / New Zealand,
2009,Dec,U.S.A.,1498
2009,Dec,Belgium,
2009,Dec,U.K.,3704
2009,Dec,Denmark,1294
2009,Dec,Estonia / Latvia / Lithuania,
2009,Dec,Finland,248
2009,Dec,France,738
2009,Dec,Netherlands,750
2009,Dec,Hong Kong,
2009,Dec,India,
2009,Dec,Ireland,
2009,Dec,Israel,
2009,Dec,Italy,197
2009,Dec,Japan,551
2009,Dec,Canada,192
2009,Dec,China,294
2009,Dec,Norway,1137
2009,Dec,Poland,1789
2009,Dec,Russia,
2009,Dec,Singapore,
2009,Dec,Spain,189
2009,Dec,South Korea,
2009,Dec,Switzerland,156
2009,Dec,Sweden,974
2009,Dec,Taiwan,
2009,Dec,Germany,919
2009,Dec,Other countries,2885
2010,Jan,Passenger total,38726
2010,Jan,Iceland,19944
2010,Jan,Foreigners,18782
2010,Jan,Austria,
2010,Jan,Australia / New Zealand,
2010,Jan,U.S.A.,2077
2010,Jan,Belgium,
2010,Jan,U.K.,4312
2010,Jan,Denmark,1232
2010,Jan,Estonia / Latvia / Lithuania,
2010,Jan,Finland,275
2010,Jan,France,796
2010,Jan,Netherlands,669
2010,Jan,Hong Kong,
2010,Jan,India,
2010,Jan,Ireland,
2010,Jan,Israel,
2010,Jan,Italy,252
2010,Jan,Japan,767
2010,Jan,Canada,241
2010,Jan,China,226
2010,Jan,Norway,1489
2010,Jan,Poland,503
2010,Jan,Russia,165
2010,Jan,Singapore,
2010,Jan,Spain,201
2010,Jan,South Korea,
2010,Jan,Switzerland,229
2010,Jan,Sweden,1525
2010,Jan,Taiwan,
2010,Jan,Germany,1374
2010,Jan,Other countries,2449
2010,Feb,Passenger total,37292
2010,Feb,Iceland,16999
2010,Feb,Foreigners,20293
2010,Feb,Austria,
2010,Feb,Australia / New Zealand,
2010,Feb,U.S.A.,2186
2010,Feb,Belgium,
2010,Feb,U.K.,6116
2010,Feb,Denmark,1418
2010,Feb,Estonia / Latvia / Lithuania,
2010,Feb,Finland,268
2010,Feb,France,884
2010,Feb,Netherlands,839
2010,Feb,Hong Kong,
2010,Feb,India,
2010,Feb,Ireland,
2010,Feb,Israel,
2010,Feb,Italy,206
2010,Feb,Japan,751
2010,Feb,Canada,237
2010,Feb,China,180
2010,Feb,Norway,1618
2010,Feb,Poland,397
2010,Feb,Russia,99
2010,Feb,Singapore,
2010,Feb,Spain,175
2010,Feb,South Korea,
2010,Feb,Switzerland,186
2010,Feb,Sweden,1247
2010,Feb,Taiwan,
2010,Feb,Germany,1263
2010,Feb,Other countries,2223
2010,Mar,Passenger total,48812
2010,Mar,Iceland,22413
2010,Mar,Foreigners,26399
2010,Mar,Austria,
2010,Mar,Australia / New Zealand,
2010,Mar,U.S.A.,3035
2010,Mar,Belgium,
2010,Mar,U.K.,6544
2010,Mar,Denmark,2274
2010,Mar,Estonia / Latvia / Lithuania,
2010,Mar,Finland,530
2010,Mar,France,1604
2010,Mar,Netherlands,1188
2010,Mar,Hong Kong,
2010,Mar,India,
2010,Mar,Ireland,
2010,Mar,Israel,
2010,Mar,Italy,237
2010,Mar,Japan,695
2010,Mar,Canada,260
2010,Mar,China,162
2010,Mar,Norway,2494
2010,Mar,Poland,658
2010,Mar,Russia,55
2010,Mar,Singapore,
2010,Mar,Spain,284
2010,Mar,South Korea,
2010,Mar,Switzerland,157
2010,Mar,Sweden,1614
2010,Mar,Taiwan,
2010,Mar,Germany,1530
2010,Mar,Other countries,3078
2010,Apr,Passenger total,42197
2010,Apr,Iceland,19110
2010,Apr,Foreigners,23087
2010,Apr,Austria,
2010,Apr,Australia / New Zealand,
2010,Apr,U.S.A.,2117
2010,Apr,Belgium,
2010,Apr,U.K.,5286
2010,Apr,Denmark,1971
2010,Apr,Estonia / Latvia / Lithuania,
2010,Apr,Finland,926
2010,Apr,France,1141
2010,Apr,Netherlands,821
2010,Apr,Hong Kong,
2010,Apr,India,
2010,Apr,Ireland,
2010,Apr,Israel,
2010,Apr,Italy,211
2010,Apr,Japan,258
2010,Apr,Canada,234
2010,Apr,China,189
2010,Apr,Norway,2066
2010,Apr,Poland,632
2010,Apr,Russia,47
2010,Apr,Singapore,
2010,Apr,Spain,509
2010,Apr,South Korea,
2010,Apr,Switzerland,175
2010,Apr,Sweden,1773
2010,Apr,Taiwan,
2010,Apr,Germany,1565
2010,Apr,Other countries,3166
2010,May,Passenger total,51566
2010,May,Iceland,23268
2010,May,Foreigners,28298
2010,May,Austria,
2010,May,Australia / New Zealand,
2010,May,U.S.A.,3470
2010,May,Belgium,
2010,May,U.K.,3137
2010,May,Denmark,2841
2010,May,Estonia / Latvia / Lithuania,
2010,May,Finland,842
2010,May,France,1457
2010,May,Netherlands,1467
2010,May,Hong Kong,
2010,May,India,
2010,May,Ireland,
2010,May,Israel,
2010,May,Italy,299
2010,May,Japan,184
2010,May,Canada,887
2010,May,China,269
2010,May,Norway,3141
2010,May,Poland,772
2010,May,Russia,111
2010,May,Singapore,
2010,May,Spain,327
2010,May,South Korea,
2010,May,Switzerland,305
2010,May,Sweden,2362
2010,May,Taiwan,
2010,May,Germany,2816
2010,May,Other countries,3611
2010,Jun,Passenger total,85127
2010,Jun,Iceland,30736
2010,Jun,Foreigners,54391
2010,Jun,Austria,
2010,Jun,Australia / New Zealand,
2010,Jun,U.S.A.,7257
2010,Jun,Belgium,
2010,Jun,U.K.,4051
2010,Jun,Denmark,4259
2010,Jun,Estonia / Latvia / Lithuania,
2010,Jun,Finland,1459
2010,Jun,France,3365
2010,Jun,Netherlands,1857
2010,Jun,Hong Kong,
2010,Jun,India,
2010,Jun,Ireland,
2010,Jun,Israel,
2010,Jun,Italy,925
2010,Jun,Japan,335
2010,Jun,Canada,2111
2010,Jun,China,800
2010,Jun,Norway,4276
2010,Jun,Poland,2317
2010,Jun,Russia,129
2010,Jun,Singapore,
2010,Jun,Spain,761
2010,Jun,South Korea,
2010,Jun,Switzerland,1013
2010,Jun,Sweden,3092
2010,Jun,Taiwan,
2010,Jun,Germany,8412
2010,Jun,Other countries,7972
2010,Jul,Passenger total,111918
2010,Jul,Iceland,28453
2010,Jul,Foreigners,83465
2010,Jul,Austria,
2010,Jul,Australia / New Zealand,
2010,Jul,U.S.A.,8128
2010,Jul,Belgium,
2010,Jul,U.K.,6222
2010,Jul,Denmark,8058
2010,Jul,Estonia / Latvia / Lithuania,
2010,Jul,Finland,1769
2010,Jul,France,6400
2010,Jul,Netherlands,2866
2010,Jul,Hong Kong,
2010,Jul,India,
2010,Jul,Ireland,
2010,Jul,Israel,
2010,Jul,Italy,2112
2010,Jul,Japan,340
2010,Jul,Canada,2496
2010,Jul,China,787
2010,Jul,Norway,4781
2010,Jul,Poland,2511
2010,Jul,Russia,272
2010,Jul,Singapore,
2010,Jul,Spain,3023
2010,Jul,South Korea,
2010,Jul,Switzerland,3158
2010,Jul,Sweden,4018
2010,Jul,Taiwan,
2010,Jul,Germany,13306
2010,Jul,Other countries,13218
2010,Aug,Passenger total,119473
2010,Aug,Iceland,29915
2010,Aug,Foreigners,89558
2010,Aug,Austria,
2010,Aug,Australia / New Zealand,
2010,Aug,U.S.A.,8363
2010,Aug,Belgium,
2010,Aug,U.K.,6383
2010,Aug,Denmark,5804
2010,Aug,Estonia / Latvia / Lithuania,
2010,Aug,Finland,1762
2010,Aug,France,9103
2010,Aug,Netherlands,3265
2010,Aug,Hong Kong,
2010,Aug,India,
2010,Aug,Ireland,
2010,Aug,Israel,
2010,Aug,Italy,4149
2010,Aug,Japan,557
2010,Aug,Canada,2795
2010,Aug,China,868
2010,Aug,Norway,4822
2010,Aug,Poland,1875
2010,Aug,Russia,378
2010,Aug,Singapore,
2010,Aug,Spain,5257
2010,Aug,South Korea,
2010,Aug,Switzerland,2829
2010,Aug,Sweden,4152
2010,Aug,Taiwan,
2010,Aug,Germany,14414
2010,Aug,Other countries,12782
2010,Sep,Passenger total,68671
2010,Sep,Iceland,27808
2010,Sep,Foreigners,40863
2010,Sep,Austria,
2010,Sep,Australia / New Zealand,
2010,Sep,U.S.A.,5629
2010,Sep,Belgium,
2010,Sep,U.K.,3749
2010,Sep,Denmark,3602
2010,Sep,Estonia / Latvia / Lithuania,
2010,Sep,Finland,1004
2010,Sep,France,1728
2010,Sep,Netherlands,1440
2010,Sep,Hong Kong,
2010,Sep,India,
2010,Sep,Ireland,
2010,Sep,Israel,
2010,Sep,Italy,542
2010,Sep,Japan,419
2010,Sep,Canada,1981
2010,Sep,China,624
2010,Sep,Norway,4074
2010,Sep,Poland,738
2010,Sep,Russia,79
2010,Sep,Singapore,
2010,Sep,Spain,865
2010,Sep,South Korea,
2010,Sep,Switzerland,584
2010,Sep,Sweden,2727
2010,Sep,Taiwan,
2010,Sep,Germany,5200
2010,Sep,Other countries,5878
2010,Oct,Passenger total,64321
2010,Oct,Iceland,30252
2010,Oct,Foreigners,34069
2010,Oct,Austria,
2010,Oct,Australia / New Zealand,
2010,Oct,U.S.A.,3844
2010,Oct,Belgium,
2010,Oct,U.K.,6545
2010,Oct,Denmark,3405
2010,Oct,Estonia / Latvia / Lithuania,
2010,Oct,Finland,1053
2010,Oct,France,1127
2010,Oct,Netherlands,1365
2010,Oct,Hong Kong,
2010,Oct,India,
2010,Oct,Ireland,
2010,Oct,Israel,
2010,Oct,Italy,259
2010,Oct,Japan,361
2010,Oct,Canada,1505
2010,Oct,China,486
2010,Oct,Norway,3577
2010,Oct,Poland,801
2010,Oct,Russia,177
2010,Oct,Singapore,
2010,Oct,Spain,377
2010,Oct,South Korea,
2010,Oct,Switzerland,306
2010,Oct,Sweden,2359
2010,Oct,Taiwan,
2010,Oct,Germany,2294
2010,Oct,Other countries,4228
2010,Nov,Passenger total,45821
2010,Nov,Iceland,24581
2010,Nov,Foreigners,21240
2010,Nov,Austria,
2010,Nov,Australia / New Zealand,
2010,Nov,U.S.A.,2806
2010,Nov,Belgium,
2010,Nov,U.K.,4229
2010,Nov,Denmark,1720
2010,Nov,Estonia / Latvia / Lithuania,
2010,Nov,Finland,618
2010,Nov,France,844
2010,Nov,Netherlands,891
2010,Nov,Hong Kong,
2010,Nov,India,
2010,Nov,Ireland,
2010,Nov,Israel,
2010,Nov,Italy,260
2010,Nov,Japan,393
2010,Nov,Canada,339
2010,Nov,China,297
2010,Nov,Norway,2189
2010,Nov,Poland,522
2010,Nov,Russia,184
2010,Nov,Singapore,
2010,Nov,Spain,199
2010,Nov,South Korea,
2010,Nov,Switzerland,125
2010,Nov,Sweden,1878
2010,Nov,Taiwan,
2010,Nov,Germany,1191
2010,Nov,Other countries,2555
2010,Dec,Passenger total,39098
2010,Dec,Iceland,20291
2010,Dec,Foreigners,18807
2010,Dec,Austria,
2010,Dec,Australia / New Zealand,
2010,Dec,U.S.A.,2254
2010,Dec,Belgium,
2010,Dec,U.K.,3752
2010,Dec,Denmark,1555
2010,Dec,Estonia / Latvia / Lithuania,
2010,Dec,Finland,506
2010,Dec,France,806
2010,Dec,Netherlands,613
2010,Dec,Hong Kong,
2010,Dec,India,
2010,Dec,Ireland,
2010,Dec,Israel,
2010,Dec,Italy,240
2010,Dec,Japan,520
2010,Dec,Canada,361
2010,Dec,China,306
2010,Dec,Norway,1135
2010,Dec,Poland,1527
2010,Dec,Russia,59
2010,Dec,Singapore,
2010,Dec,Spain,259
2010,Dec,South Korea,
2010,Dec,Switzerland,96
2010,Dec,Sweden,1197
2010,Dec,Taiwan,
2010,Dec,Germany,1012
2010,Dec,Other countries,2609
2011,Jan,Passenger total,45036
2011,Jan,Iceland,22774
2011,Jan,Foreigners,22262
2011,Jan,Austria,
2011,Jan,Australia / New Zealand,
2011,Jan,U.S.A.,2909
2011,Jan,Belgium,
2011,Jan,U.K.,4526
2011,Jan,Denmark,1625
2011,Jan,Estonia / Latvia / Lithuania,
2011,Jan,Finland,443
2011,Jan,France,1451
2011,Jan,Netherlands,698
2011,Jan,Hong Kong,
2011,Jan,India,
2011,Jan,Ireland,
2011,Jan,Israel,
2011,Jan,Italy,301
2011,Jan,Japan,835
2011,Jan,Canada,352
2011,Jan,China,183
2011,Jan,Norway,1506
2011,Jan,Poland,521
2011,Jan,Russia,237
2011,Jan,Singapore,
2011,Jan,Spain,301
2011,Jan,South Korea,
2011,Jan,Switzerland,315
2011,Jan,Sweden,2033
2011,Jan,Taiwan,
2011,Jan,Germany,1538
2011,Jan,Other countries,2488
2011,Feb,Passenger total,42454
2011,Feb,Iceland,19605
2011,Feb,Foreigners,22849
2011,Feb,Austria,
2011,Feb,Australia / New Zealand,
2011,Feb,U.S.A.,2900
2011,Feb,Belgium,
2011,Feb,U.K.,7033
2011,Feb,Denmark,1472
2011,Feb,Estonia / Latvia / Lithuania,
2011,Feb,Finland,228
2011,Feb,France,1268
2011,Feb,Netherlands,969
2011,Feb,Hong Kong,
2011,Feb,India,
2011,Feb,Ireland,
2011,Feb,Israel,
2011,Feb,Italy,216
2011,Feb,Japan,712
2011,Feb,Canada,343
2011,Feb,China,217
2011,Feb,Norway,1799
2011,Feb,Poland,475
2011,Feb,Russia,81
2011,Feb,Singapore,
2011,Feb,Spain,258
2011,Feb,South Korea,
2011,Feb,Switzerland,152
2011,Feb,Sweden,1185
2011,Feb,Taiwan,
2011,Feb,Germany,1310
2011,Feb,Other countries,2231
2011,Mar,Passenger total,49265
2011,Mar,Iceland,22641
2011,Mar,Foreigners,26624
2011,Mar,Austria,
2011,Mar,Australia / New Zealand,
2011,Mar,U.S.A.,3710
2011,Mar,Belgium,
2011,Mar,U.K.,5719
2011,Mar,Denmark,2208
2011,Mar,Estonia / Latvia / Lithuania,
2011,Mar,Finland,339
2011,Mar,France,1582
2011,Mar,Netherlands,1191
2011,Mar,Hong Kong,
2011,Mar,India,
2011,Mar,Ireland,
2011,Mar,Israel,
2011,Mar,Italy,247
2011,Mar,Japan,589
2011,Mar,Canada,485
2011,Mar,China,239
2011,Mar,Norway,2289
2011,Mar,Poland,421
2011,Mar,Russia,94
2011,Mar,Singapore,
2011,Mar,Spain,410
2011,Mar,South Korea,
2011,Mar,Switzerland,170
2011,Mar,Sweden,2015
2011,Mar,Taiwan,
2011,Mar,Germany,2133
2011,Mar,Other countries,2783
2011,Apr,Passenger total,61329
2011,Apr,Iceland,28996
2011,Apr,Foreigners,32333
2011,Apr,Austria,
2011,Apr,Australia / New Zealand,
2011,Apr,U.S.A.,3318
2011,Apr,Belgium,
2011,Apr,U.K.,6722
2011,Apr,Denmark,3175
2011,Apr,Estonia / Latvia / Lithuania,
2011,Apr,Finland,937
2011,Apr,France,1836
2011,Apr,Netherlands,1216
2011,Apr,Hong Kong,
2011,Apr,India,
2011,Apr,Ireland,
2011,Apr,Israel,
2011,Apr,Italy,327
2011,Apr,Japan,228
2011,Apr,Canada,977
2011,Apr,China,420
2011,Apr,Norway,3008
2011,Apr,Poland,939
2011,Apr,Russia,130
2011,Apr,Singapore,
2011,Apr,Spain,505
2011,Apr,South Korea,
2011,Apr,Switzerland,186
2011,Apr,Sweden,2381
2011,Apr,Taiwan,
2011,Apr,Germany,2496
2011,Apr,Other countries,3532
2011,May,Passenger total,68333
2011,May,Iceland,31121
2011,May,Foreigners,37212
2011,May,Austria,
2011,May,Australia / New Zealand,
2011,May,U.S.A.,5117
2011,May,Belgium,
2011,May,U.K.,3375
2011,May,Denmark,3436
2011,May,Estonia / Latvia / Lithuania,
2011,May,Finland,1248
2011,May,France,1737
2011,May,Netherlands,1939
2011,May,Hong Kong,
2011,May,India,
2011,May,Ireland,
2011,May,Israel,
2011,May,Italy,404
2011,May,Japan,260
2011,May,Canada,1443
2011,May,China,651
2011,May,Norway,4560
2011,May,Poland,1392
2011,May,Russia,185
2011,May,Singapore,
2011,May,Spain,830
2011,May,South Korea,
2011,May,Switzerland,325
2011,May,Sweden,2953
2011,May,Taiwan,
2011,May,Germany,3064
2011,May,Other countries,4293
2011,Jun,Passenger total,103044
2011,Jun,Iceland,37438
2011,Jun,Foreigners,65606
2011,Jun,Austria,
2011,Jun,Australia / New Zealand,
2011,Jun,U.S.A.,11580
2011,Jun,Belgium,
2011,Jun,U.K.,4360
2011,Jun,Denmark,4532
2011,Jun,Estonia / Latvia / Lithuania,
2011,Jun,Finland,1467
2011,Jun,France,3946
2011,Jun,Netherlands,2178
2011,Jun,Hong Kong,
2011,Jun,India,
2011,Jun,Ireland,
2011,Jun,Israel,
2011,Jun,Italy,1251
2011,Jun,Japan,590
2011,Jun,Canada,2513
2011,Jun,China,1389
2011,Jun,Norway,5294
2011,Jun,Poland,2136
2011,Jun,Russia,254
2011,Jun,Singapore,
2011,Jun,Spain,999
2011,Jun,South Korea,
2011,Jun,Switzerland,946
2011,Jun,Sweden,4018
2011,Jun,Taiwan,
2011,Jun,Germany,9584
2011,Jun,Other countries,8569
2011,Jul,Passenger total,130386
2011,Jul,Iceland,32629
2011,Jul,Foreigners,97757
2011,Jul,Austria,
2011,Jul,Australia / New Zealand,
2011,Jul,U.S.A.,13545
2011,Jul,Belgium,
2011,Jul,U.K.,7059
2011,Jul,Denmark,7996
2011,Jul,Estonia / Latvia / Lithuania,
2011,Jul,Finland,2318
2011,Jul,France,7945
2011,Jul,Netherlands,3398
2011,Jul,Hong Kong,
2011,Jul,India,
2011,Jul,Ireland,
2011,Jul,Israel,
2011,Jul,Italy,2260
2011,Jul,Japan,543
2011,Jul,Canada,3332
2011,Jul,China,1544
2011,Jul,Norway,5552
2011,Jul,Poland,2839
2011,Jul,Russia,547
2011,Jul,Singapore,
2011,Jul,Spain,3017
2011,Jul,South Korea,
2011,Jul,Switzerland,3659
2011,Jul,Sweden,4893
2011,Jul,Taiwan,
2011,Jul,Germany,12498
2011,Jul,Other countries,14812
2011,Aug,Passenger total,136029
2011,Aug,Iceland,34188
2011,Aug,Foreigners,101841
2011,Aug,Austria,
2011,Aug,Australia / New Zealand,
2011,Aug,U.S.A.,13821
2011,Aug,Belgium,
2011,Aug,U.K.,6997
2011,Aug,Denmark,6027
2011,Aug,Estonia / Latvia / Lithuania,
2011,Aug,Finland,2026
2011,Aug,France,10376
2011,Aug,Netherlands,3619
2011,Aug,Hong Kong,
2011,Aug,India,
2011,Aug,Ireland,
2011,Aug,Israel,
2011,Aug,Italy,5714
2011,Aug,Japan,741
2011,Aug,Canada,3232
2011,Aug,China,1323
2011,Aug,Norway,5393
2011,Aug,Poland,2035
2011,Aug,Russia,444
2011,Aug,Singapore,
2011,Aug,Spain,5501
2011,Aug,South Korea,
2011,Aug,Switzerland,2957
2011,Aug,Sweden,4536
2011,Aug,Taiwan,
2011,Aug,Germany,14001
2011,Aug,Other countries,13098
2011,Sep,Passenger total,82385
2011,Sep,Iceland,30809
2011,Sep,Foreigners,51576
2011,Sep,Austria,
2011,Sep,Australia / New Zealand,
2011,Sep,U.S.A.,8272
2011,Sep,Belgium,
2011,Sep,U.K.,4190
2011,Sep,Denmark,3894
2011,Sep,Estonia / Latvia / Lithuania,
2011,Sep,Finland,1395
2011,Sep,France,2403
2011,Sep,Netherlands,2026
2011,Sep,Hong Kong,
2011,Sep,India,
2011,Sep,Ireland,
2011,Sep,Israel,
2011,Sep,Italy,796
2011,Sep,Japan,645
2011,Sep,Canada,2594
2011,Sep,China,1115
2011,Sep,Norway,5260
2011,Sep,Poland,953
2011,Sep,Russia,242
2011,Sep,Singapore,
2011,Sep,Spain,1239
2011,Sep,South Korea,
2011,Sep,Switzerland,841
2011,Sep,Sweden,3423
2011,Sep,Taiwan,
2011,Sep,Germany,5891
2011,Sep,Other countries,6397
2011,Oct,Passenger total,70989
2011,Oct,Iceland,32153
2011,Oct,Foreigners,38836
2011,Oct,Austria,
2011,Oct,Australia / New Zealand,
2011,Oct,U.S.A.,5549
2011,Oct,Belgium,
2011,Oct,U.K.,7703
2011,Oct,Denmark,3450
2011,Oct,Estonia / Latvia / Lithuania,
2011,Oct,Finland,779
2011,Oct,France,1598
2011,Oct,Netherlands,1475
2011,Oct,Hong Kong,
2011,Oct,India,
2011,Oct,Ireland,
2011,Oct,Israel,
2011,Oct,Italy,302
2011,Oct,Japan,535
2011,Oct,Canada,1999
2011,Oct,China,637
2011,Oct,Norway,3747
2011,Oct,Poland,633
2011,Oct,Russia,216
2011,Oct,Singapore,
2011,Oct,Spain,485
2011,Oct,South Korea,
2011,Oct,Switzerland,336
2011,Oct,Sweden,2440
2011,Oct,Taiwan,
2011,Oct,Germany,2230
2011,Oct,Other countries,4722
2011,Nov,Passenger total,49053
2011,Nov,Iceland,26084
2011,Nov,Foreigners,22969
2011,Nov,Austria,
2011,Nov,Australia / New Zealand,
2011,Nov,U.S.A.,4108
2011,Nov,Belgium,
2011,Nov,U.K.,5090
2011,Nov,Denmark,1574
2011,Nov,Estonia / Latvia / Lithuania,
2011,Nov,Finland,383
2011,Nov,France,993
2011,Nov,Netherlands,751
2011,Nov,Hong Kong,
2011,Nov,India,
2011,Nov,Ireland,
2011,Nov,Israel,
2011,Nov,Italy,323
2011,Nov,Japan,526
2011,Nov,Canada,349
2011,Nov,China,373
2011,Nov,Norway,2099
2011,Nov,Poland,492
2011,Nov,Russia,95
2011,Nov,Singapore,
2011,Nov,Spain,187
2011,Nov,South Korea,
2011,Nov,Switzerland,139
2011,Nov,Sweden,1766
2011,Nov,Taiwan,
2011,Nov,Germany,1122
2011,Nov,Other countries,2599
2011,Dec,Passenger total,43612
2011,Dec,Iceland,22653
2011,Dec,Foreigners,20959
2011,Dec,Austria,
2011,Dec,Australia / New Zealand,
2011,Dec,U.S.A.,2732
2011,Dec,Belgium,
2011,Dec,U.K.,4834
2011,Dec,Denmark,1316
2011,Dec,Estonia / Latvia / Lithuania,
2011,Dec,Finland,468
2011,Dec,France,822
2011,Dec,Netherlands,537
2011,Dec,Hong Kong,
2011,Dec,India,
2011,Dec,Ireland,
2011,Dec,Israel,
2011,Dec,Italy,205
2011,Dec,Japan,698
2011,Dec,Canada,310
2011,Dec,China,693
2011,Dec,Norway,1295
2011,Dec,Poland,1403
2011,Dec,Russia,72
2011,Dec,Singapore,
2011,Dec,Spain,239
2011,Dec,South Korea,
2011,Dec,Switzerland,129
2011,Dec,Sweden,1192
2011,Dec,Taiwan,
2011,Dec,Germany,948
2011,Dec,Other countries,3066
2012,Jan,Passenger total,49539
2012,Jan,Iceland,23387
2012,Jan,Foreigners,26152
2012,Jan,Austria,
2012,Jan,Australia / New Zealand,
2012,Jan,U.S.A.,3914
2012,Jan,Belgium,
2012,Jan,U.K.,6956
2012,Jan,Denmark,1715
2012,Jan,Estonia / Latvia / Lithuania,
2012,Jan,Finland,416
2012,Jan,France,1387
2012,Jan,Netherlands,722
2012,Jan,Hong Kong,
2012,Jan,India,
2012,Jan,Ireland,
2012,Jan,Israel,
2012,Jan,Italy,249
2012,Jan,Japan,1076
2012,Jan,Canada,361
2012,Jan,China,449
2012,Jan,Norway,1718
2012,Jan,Poland,470
2012,Jan,Russia,315
2012,Jan,Singapore,
2012,Jan,Spain,352
2012,Jan,South Korea,
2012,Jan,Switzerland,252
2012,Jan,Sweden,1440
2012,Jan,Taiwan,
2012,Jan,Germany,1272
2012,Jan,Other countries,3088
2012,Feb,Passenger total,49151
2012,Feb,Iceland,21242
2012,Feb,Foreigners,27909
2012,Feb,Austria,
2012,Feb,Australia / New Zealand,
2012,Feb,U.S.A.,3879
2012,Feb,Belgium,
2012,Feb,U.K.,10522
2012,Feb,Denmark,1525
2012,Feb,Estonia / Latvia / Lithuania,
2012,Feb,Finland,238
2012,Feb,France,1336
2012,Feb,Netherlands,1021
2012,Feb,Hong Kong,
2012,Feb,India,
2012,Feb,Ireland,
2012,Feb,Israel,
2012,Feb,Italy,208
2012,Feb,Japan,1078
2012,Feb,Canada,284
2012,Feb,China,343
2012,Feb,Norway,1949
2012,Feb,Poland,341
2012,Feb,Russia,66
2012,Feb,Singapore,
2012,Feb,Spain,206
2012,Feb,South Korea,
2012,Feb,Switzerland,169
2012,Feb,Sweden,1035
2012,Feb,Taiwan,
2012,Feb,Germany,1079
2012,Feb,Other countries,2630
2012,Mar,Passenger total,60091
2012,Mar,Iceland,26494
2012,Mar,Foreigners,33597
2012,Mar,Austria,
2012,Mar,Australia / New Zealand,
2012,Mar,U.S.A.,4513
2012,Mar,Belgium,
2012,Mar,U.K.,9107
2012,Mar,Denmark,2695
2012,Mar,Estonia / Latvia / Lithuania,
2012,Mar,Finland,725
2012,Mar,France,1747
2012,Mar,Netherlands,1279
2012,Mar,Hong Kong,
2012,Mar,India,
2012,Mar,Ireland,
2012,Mar,Israel,
2012,Mar,Italy,354
2012,Mar,Japan,884
2012,Mar,Canada,455
2012,Mar,China,376
2012,Mar,Norway,3144
2012,Mar,Poland,544
2012,Mar,Russia,153
2012,Mar,Singapore,
2012,Mar,Spain,346
2012,Mar,South Korea,
2012,Mar,Switzerland,230
2012,Mar,Sweden,1680
2012,Mar,Taiwan,
2012,Mar,Germany,2015
2012,Mar,Other countries,3350
2012,Apr,Passenger total,66559
2012,Apr,Iceland,28884
2012,Apr,Foreigners,37675
2012,Apr,Austria,
2012,Apr,Australia / New Zealand,
2012,Apr,U.S.A.,4450
2012,Apr,Belgium,
2012,Apr,U.K.,8437
2012,Apr,Denmark,2855
2012,Apr,Estonia / Latvia / Lithuania,
2012,Apr,Finland,1093
2012,Apr,France,2213
2012,Apr,Netherlands,1158
2012,Apr,Hong Kong,
2012,Apr,India,
2012,Apr,Ireland,
2012,Apr,Israel,
2012,Apr,Italy,329
2012,Apr,Japan,415
2012,Apr,Canada,1294
2012,Apr,China,630
2012,Apr,Norway,3889
2012,Apr,Poland,911
2012,Apr,Russia,203
2012,Apr,Singapore,
2012,Apr,Spain,436
2012,Apr,South Korea,
2012,Apr,Switzerland,325
2012,Apr,Sweden,2651
2012,Apr,Taiwan,
2012,Apr,Germany,2571
2012,Apr,Other countries,3815
2012,May,Passenger total,76679
2012,May,Iceland,31452
2012,May,Foreigners,45227
2012,May,Austria,
2012,May,Australia / New Zealand,
2012,May,U.S.A.,7469
2012,May,Belgium,
2012,May,U.K.,4352
2012,May,Denmark,2981
2012,May,Estonia / Latvia / Lithuania,
2012,May,Finland,1381
2012,May,France,2314
2012,May,Netherlands,2119
2012,May,Hong Kong,
2012,May,India,
2012,May,Ireland,
2012,May,Israel,
2012,May,Italy,421
2012,May,Japan,356
2012,May,Canada,1746
2012,May,China,798
2012,May,Norway,4795
2012,May,Poland,1359
2012,May,Russia,522
2012,May,Singapore,
2012,May,Spain,974
2012,May,South Korea,
2012,May,Switzerland,360
2012,May,Sweden,3509
2012,May,Taiwan,
2012,May,Germany,4045
2012,May,Other countries,5726
2012,Jun,Passenger total,113686
